HYG_ID,Name,Code,X,Y,3D_X,3D_Y,3D_Z,Spectrum,AbsMag,ColorIndex,Habitable
87654,GJ 2134,HIP 87925,154,390,-0.27914,-27.60655,-10.99731,K3/K4V,7.6249253428,1.282,True
90332,GJ 2137,HIP 90611,153,365,3.24837,-25.20698,-13.49704,K2:V,7.07477404463,1.211,True
91148,GJ 2138,HIP 91430,130,556,2.07463,-12.15476,-3.18641,M1V:,10.7549014546,1.556,False
26769,GJ 214,HIP 26834,664,176,2.10842,26.63012,-7.47374,G8/K0IV,5.14452634528,0.801,True
99121,GJ 2147,HIP 99438,195,303,7.18277,-11.17208,-7.73578,,11.2465702947,0.07,False
101785,GJ 2148,HIP 102115,223,304,18.01283,-21.15051,-2.67162,M1V:,8.30123404083,1.318,True
27123,GJ 215,HIP 27188,495,594,0.39491,6.36494,12.11522,M0,8.33780382263,1.379,True
27292,GJ 218,HIP 27359,742,104,0.64956,12.05921,-8.88038,M2,9.84095470326,1.476,False
27849,GJ 223,HIP 27918,625,163,0.64109,26.59062,0.99567,K3V,6.71420597532,1.014,True
27998,GJ 224,HIP 28066,607,133,0.46788,27.16861,6.73768,G5IV,4.36455725108,0.65,False
29204,GJ 226,HIP 29277,443,322,-0.05809,1.28847,9.3069,M3,10.6153203108,1.514,True
28882,GJ 227,HIP 28954,651,68,-0.43362,14.88214,4.14079,K0,5.81485699911,0.814,False
29452,GJ 230,HIP 29525,647,84,-1.02552,17.77561,3.34111,G8V,5.13969538865,0.663,False
31073,GJ 236,HIP 31148,693,205,-3.36805,23.85731,-12.29352,M,9.25924725287,1.36,True
31051,GJ 237,HIP 31126,741,209,-2.4291,17.36334,-16.65742,,8.66237756944,1.432,True
31223,GJ 238,HIP 31300,780,228,-1.25332,8.42633,-13.91836,M,10.5565937831,1.5,False
31555,GJ 239,HIP 31635,530,291,-1.51609,9.26131,2.97047,M1:,9.66425480162,1.48,False
31554,GJ 240,HIP 31634,767,87,-1.56938,9.58765,-11.59391,K0,8.7113357858,1.456,False
32237,GJ 243,HIP 32322,693,214,-4.59533,23.17316,-12.2156,F7V,4.30593922464,0.55,False
32832,GJ 249,HIP 32919,562,6,-2.84331,12.42868,13.85046,K2,7.5762903318,1.232,True
2935,GJ 25,HIP 2941,137,87,13.91734,2.28714,-6.50718,K1V+...,4.61375486175,0.715,False
118002,GJ 25 B,Gl  25  B,137,87,13.91806,2.28325,-6.507,G8 V,5.44375486175,None,False
33139,GJ 251,HIP 33226,478,307,-1.09258,4.47989,3.02543,K:...,11.1822285519,1.58,True
118448,GJ 251,Gl 251,481,307,-1.14177,4.67856,3.16057,dM4,11.2077486042,1.57,False
33142,GJ 253,HIP 33229,771,223,-4.60314,18.86276,-27.99781,G7V,5.50804052792,0.771,True
33412,GJ 257,HIP 33499,770,42,-1.43309,5.56222,-5.60346,M4+...,11.2879387346,1.636,True
34027,GJ 258,HIP 34115,495,575,-1.5682,5.43109,14.19711,M5,11.0292164533,1.527,True
33729,GJ 259,HIP 33817,729,74,-3.46933,12.67594,-6.39532,K1V,5.88591534925,0.882,False
118005,GJ 26,Gl  26,381,261,10.66969,1.82764,6.40616,dM4,10.5618356433,1.53,False
33603,GJ 260,HIP 33690,788,239,-2.28492,8.52782,-16.15046,K0IV-V,5.48519852517,0.786,False
118459,GJ 261,Gl 261,707,53,-3.35564,12.12249,-1.41972,DA,14.7581354565,0.88,False
33928,GJ 262,HIP 34017,617,26,-4.55366,16.01072,9.35606,G4V,4.52541286951,0.595,True
34251,GJ 266,HIP 34341,632,221,-7.71324,25.56562,1.60899,M0V,7.70319648521,1.27,True
36109,GJ 275,HIP 36210,759,242,-5.22741,13.0317,-17.59056,G5IV-V,4.9583815662,0.694,True
36689,GJ 279,HIP 36795,677,255,-9.48687,21.80442,-9.75056,F6V,2.39030615402,0.521,False
37182,GJ 281,HIP 37288,592,290,-6.24172,13.47968,0.56657,M0,8.79910713841,1.379,True
36879,GJ 282 C,HIP 36985,597,285,-5.82112,13.05642,-0.77674,,9.09083205225,1.455,True
37498,GJ 284,HIP 37606,743,250,-7.38946,15.32804,-17.11859,G5IV,3.12657466649,0.765,False
37691,GJ 287,HIP 37798,627,282,-10.89342,22.08506,0.91927,M0,8.23156021349,1.349,True
37974,GJ 289,HIP 38082,666,15,-6.02966,11.80102,4.92069,M2,10.7083252774,1.51,False
3163,GJ 29,HIP 3170,51,176,12.74388,2.27065,-21.93673,G1V,3.85975147632,0.564,False
38671,GJ 290,HIP 38784,469,558,-1.40067,2.51871,16.79906,G8V,5.39208044108,0.719,False
39046,GJ 295,HIP 39157,636,598,-7.36168,12.68204,8.20045,G8V,5.84331461269,0.716,False
118519,GJ 296,HD 66020,727,260,-7.22383,12.51188,-12.13538,K7 V,8.281379348,1.34,False
39874,GJ 298,HIP 39987,769,265,-5.37153,8.43358,-13.25449,M,10.6390643159,1.523,False
435,GJ 3,HIP 436,24,75,6.03769,0.13959,-14.82196,K5V,7.46870510435,1.076,True
3411,GJ 30,HIP 3418,378,86,16.93507,3.25735,11.56466,K8,7.14343239125,1.13,False
118533,GJ 300,Gl 300,754,25,-2.99351,4.57994,-2.15987,M4,13.2522446069,1.6,False
118534,GJ 301 B,Gl 301  B,656,292,-11.52998,17.5586,-5.20182,,9.02367984259,None,False
117968,GJ 3015 B,GJ 3015 B,435,570,2.65494,0.15855,16.17625,m,16.3266491751,None,False
117972,GJ 3018 A,GJ 3018 A,37,215,7.47573,0.51719,-18.54308,m,9.44485002168,None,False
117973,GJ 3019 B,GJ 3019 B,37,215,7.47822,0.51251,-18.5422,m,10.9948500217,None,False
40578,GJ 302,HIP 40693,724,25,-6.97145,10.10603,-2.75101,K0V,5.45128929219,0.754,True
117983,GJ 3030,GJ 3030,388,41,14.45086,1.38731,16.82483,m,11.1060625689,None,False
117995,GJ 3037,GJ 3037,295,166,22.9449,3.2369,-1.17476,g-k,15.5123863508,None,False
40837,GJ 304,HIP 40952,730,279,-12.80726,18.04298,-18.37353,G8:III...,4.87602345342,0.692,False
118001,GJ 3042,GJ 3042,403,49,11.93093,1.89807,12.30102,M2,10.5271399678,1.54,False
3002,GJ 3044,HIP 3008,397,37,13.88445,2.33941,18.23892,M0,8.66744864756,1.424,True
118004,GJ 3045,GJ 3045,402,37,12.53445,2.12995,15.96382,m,11.0509804001,None,False
118007,GJ 3047,GJ 3047,375,93,15.85052,2.86189,9.82695,m,12.451379348,None,False
118023,GJ 3057,GJ 3057,367,107,20.24952,4.3756,10.56614,M4,10.5473422779,1.52,False
118024,GJ 3058,GJ 3058,404,55,12.89031,2.79552,12.99847,m,11.7219687991,None,False
118033,GJ 3068,GJ 3068,420,3,8.39614,2.28263,20.44802,m,11.5460625689,None,False
118036,GJ 3069,GJ 3069,427,29,8.54409,2.37016,12.28614,m,14.2177196777,1.84,False
118039,GJ 3073,GJ 3073,385,96,18.60918,5.26629,11.93705,m,11.8572633824,None,False
118049,GJ 3076,GJ 3076,392,271,7.77528,2.50448,2.25631,m,14.7194100365,None,False
118539,GJ 308 B,Gl 308  B,610,571,-9.66382,12.77282,11.2241,,10.1033789636,None,False
118054,GJ 3081,GJ 3081,102,134,17.62209,5.90483,-13.97954,dM2.5,12.0173422779,1.66,False
118063,GJ 3085,GJ 3085,136,133,20.54868,7.41585,-10.84623,m,11.5239192836,None,False
41807,GJ 309,HIP 41926,753,28,-6.42084,8.15423,-6.36078,K0V,5.95303783886,0.78,True
118067,GJ 3093 A,GJ 3093 A,373,227,13.5182,5.10559,0.13615,m,13.1705304723,1.76,False
118069,GJ 3096,GJ 3096,136,128,18.71549,7.06953,-9.67363,m,11.3160625689,None,False
118016,GJ 31.2 B,Gl  31.2B,157,140,31.37069,6.17931,-10.98105,m,13.6549908483,None,False
7631,GJ 3103,HIP 7646,384,195,17.16726,7.8683,0.21463,K:,10.2193298222,1.496,True
118082,GJ 3104,GJ 3104,392,170,22.04065,10.2211,2.14999,M5,10.8939192836,None,False
118083,GJ 3105,GJ 3105,419,94,12.62214,5.90207,8.63666,m,12.8366491751,None,False
118084,GJ 3106,GJ 3106,446,8,5.20233,2.45736,11.69963,B5,9.49397681974,0.47,False
118093,GJ 3119,GJ 3119,397,257,8.79875,4.63108,-1.06534,m,14.6,None,False
42172,GJ 312,HIP 42291,733,288,-13.31044,16.24235,-17.7132,G1V,4.33550691825,0.598,True
118098,GJ 3123,GJ 3123,433,72,15.25384,8.80923,16.87014,m,11.0739192836,None,False
118099,GJ 3124,GJ 3124,430,92,17.36166,10.03515,14.92877,m,11.9402999566,None,False
118100,GJ 3125,GJ 3125,431,308,2.57057,1.51111,10.09514,m,14.0086180264,1.9,False
118102,GJ 3126,GJ 3126,430,298,3.81183,2.23627,8.97045,M4,11.03,1.54,False
118103,GJ 3127,GJ 3127,404,191,20.24275,11.78251,-4.27746,m,12.216246452,None,False
118109,GJ 3132,GJ 3132,411,188,18.60014,11.23028,-0.71069,m,12.2137891584,None,False
118111,GJ 3134,GJ 3134,442,15,7.68272,4.75965,18.77096,m,12.7162061869,None,False
118115,GJ 3136,GJ 3136,447,42,7.85672,4.95084,10.85553,M5  :,11.6954902001,1.54,False
118119,GJ 3140,GJ 3140,418,254,9.17586,5.85853,2.2221,dM4,12.4912125472,None,False
118121,GJ 3141,GJ 3141,844,115,6.75654,4.36246,-15.94351,m,10.990940135,None,False
118122,GJ 3142,GJ 3142,414,213,13.94308,9.13062,0.00133,m,12.3907562519,None,False
118124,GJ 3143,GJ 3143,441,90,11.87015,7.97271,9.63329,m,12.3971399678,None,False
118126,GJ 3145,GJ 3145,415,196,18.39404,12.3821,-4.98713,M3,11.2172633824,1.5,False
118130,GJ 3147,GJ 3147,429,271,6.96817,4.75017,6.00362,m+,15.9148856321,None,False
118134,GJ 3150,GJ 3150,438,128,15.9842,11.09041,8.61403,m,12.5304892897,None,False
118142,GJ 3156,GJ 3156,446,126,18.60226,13.61137,11.23158,m,9.57532303513,None,False
118143,GJ 3157,GJ 3157,449,83,12.27255,9.04855,11.71881,m,12.6300167182,None,False
118145,GJ 3158,GJ 3158,435,181,17.67512,13.33065,1.23417,m,15.7308827094,2.06,False
118146,GJ 3159,GJ 3159,435,180,18.55022,14.01351,0.58603,m,11.2173422779,None,False
42388,GJ 316,HIP 42507,657,335,-19.57394,23.32663,-3.45627,M0,7.46808536894,1.361,True
11530,GJ 3160,HIP 11558,445,160,20.73444,15.75418,5.57736,M4,9.8730497067,1.5,True
118152,GJ 3163,HD 15833,445,168,19.44807,15.32964,3.43133,G5,6.90029995664,1.15,False
118154,GJ 3164,GJ 3164,457,79,14.23578,11.32005,16.25062,m,11.6839192836,None,False
118157,GJ 3168,GJ 3168,457,43,10.46779,8.51234,19.61781,m,11.336246452,None,False
118163,GJ 3173,GJ 3173,441,210,12.96724,10.73756,1.95683,DA8,13.9442600582,0.44,False
118164,GJ 3174,GJ 3174,448,174,16.92378,14.10875,2.89066,m,12.5360625689,None,False
118170,GJ 3176,GJ 3176,845,131,13.10056,11.27742,-13.96503,M3.5,11.3660625689,None,False
118173,GJ 3181,GJ 3181,449,230,10.74433,9.55799,4.24017,M6,15.9806291696,2.02,False
118177,GJ 3183,GJ 3183,461,100,10.27471,9.56712,7.94015,m,12.9219584475,None,False
118184,GJ 3189,GJ 3189,450,199,15.44072,15.19314,-4.95779,M2.5,10.9360625689,1.73,False
118187,GJ 3191,GJ 3191,476,107,15.07651,14.98077,13.1634,m,11.4202999566,None,False
118189,GJ 3195 B,GJ 3195 B,466,25,7.28606,7.58687,19.57497,M3,10.8660625689,None,False
118192,GJ 3198,GJ 3198,442,233,10.01664,10.37675,-5.35501,M3,11.9045667832,1.59,False
118018,GJ 32 B,Gl  32  B,82,86,11.68742,2.36654,-10.70245,K7 V,8.0362709129,1.27,False
42688,GJ 320,HIP 42808,766,27,-5.66839,6.56086,-6.99192,K2V,6.34589800533,0.917,False
118196,GJ 3204,GJ 3204,469,31,7.35167,8.05245,17.75214,M3,10.1262061869,1.5,False
118197,GJ 3207,GJ 3207,793,115,9.17146,10.14411,-10.98945,M3.5,10.2893742784,1.51,False
118203,GJ 3208,GJ 3208,468,241,8.66813,9.81266,7.16531,m,15.9003740135,2.15,False
42821,GJ 321,HIP 42940,583,547,-12.81335,14.58808,17.28317,K3V,6.44561093153,0.94,False
118206,GJ 3211,GJ 3211,464,233,9.43551,10.69786,0.16302,,10.1285900898,None,False
118209,GJ 3213,GJ 3213,472,52,6.94059,8.06916,10.78356,m,11.4877196777,None,False
15368,GJ 3216,HIP 15406,498,107,16.6142,19.56246,16.45552,,8.90936921856,1.474,True
118212,GJ 3218,GJ 3218,473,225,10.04002,12.15521,-1.84423,M2,10.3667027473,1.5,False
15681,GJ 3219 A,HIP 15720,505,124,18.97685,23.11649,15.34178,,8.39743485032,1.431,True
43411,GJ 322,HIP 43534,504,554,-4.55171,4.88096,15.08287,K5,8.17343784117,1.319,False
118213,GJ 3220 B,GJ 3220 B,493,118,12.52509,15.30193,10.13902,a,16.2660625689,None,False
118221,GJ 3224,GJ 3224,470,243,8.05488,10.10042,1.32769,m+,14.1324536259,None,False
118223,GJ 3226,GJ 3226,500,163,15.19225,19.38007,4.31369,K7,8.46029995664,1.39,False
118224,GJ 3227,GJ 3227,490,113,9.97333,12.85849,8.10988,m,12.1018134475,None,False
118225,GJ 3228 A,GJ 3228 A,491,199,13.74017,17.68674,-6.26255,m,12.4473422779,None,False
118226,GJ 3229 B,GJ 3229 B,491,199,13.73995,17.68644,-6.26385,m,12.5373422779,None,False
118232,GJ 3233,HD 21809,482,69,7.27569,9.68411,9.48518,G5,6.34456678321,None,False
118235,GJ 3236,GJ 3236,468,4,4.41233,6.13939,19.888,m,12.5304892897,None,False
118236,GJ 3237,GJ 3237,485,233,8.34708,11.5607,0.87059,dM5  :,13.0854902001,None,False
118238,GJ 3238,GJ 3238,788,145,10.55535,14.54521,-15.61776,M3,11.166246452,None,False
118239,GJ 3239 A,GJ 3239 A,510,148,12.89081,17.99414,7.13234,g-k,10.9073422779,None,False
118240,GJ 3240 B,GJ 3240 B,510,148,12.88975,17.99542,7.13105,g-k,11.4573422779,None,False
118246,GJ 3243,GJ 3243,821,99,3.41441,4.795,-15.30015,m,10.8766491751,None,False
118249,GJ 3247,GJ 3247,495,230,8.38963,12.36284,-2.51844,m,13.7977196777,None,False
118255,GJ 3248,GJ 3248,464,590,2.64539,4.09355,16.50719,m,10.130880662,1.54,False
118571,GJ 325,HD 75632,470,334,-2.58025,2.67964,10.68307,K5 V,8.43226132507,1.39,False
17930,GJ 3251,HIP 17972,493,28,8.29076,13.08458,31.00829,M3,8.83072908746,2.3,False
118265,GJ 3252,GJ 3252,500,231,7.82367,12.39907,-0.22276,m,17.1889218733,None,False
118267,GJ 3256,GJ 3256,507,231,7.6759,12.57795,-2.37535,M3,10.3503740135,1.53,False
118272,GJ 3260,GJ 3260,717,141,10.64341,18.55915,-9.11637,M0,9.6373422779,1.48,False
118273,GJ 3261,GJ 3261,518,222,7.5577,13.86752,1.58919,dM5  e,11.8867027473,None,False
118274,GJ 3263,GJ 3263,740,90,5.30405,9.90551,-5.11502,M3.5,11.9424250944,None,False
19812,GJ 3269,HIP 19862,547,143,13.61821,27.78603,8.70159,M2,8.42450005554,0.924,False
43602,GJ 327,HIP 43726,623,325,-11.73017,12.32832,-1.61894,G3V,4.84577933041,0.661,False
118287,GJ 3272,GJ 3272,784,154,6.13241,12.8594,-16.42007,M4,11.5137891584,None,False
118293,GJ 3276,GJ 3276,552,147,9.49205,20.88597,6.36948,m,15.116246452,None,False
118296,GJ 3279,GJ 3279,796,101,3.42605,7.53836,-12.96616,m,10.8645667832,None,False
43666,GJ 328,HIP 43790,623,341,-13.85535,14.45749,0.54151,M1,8.48137288337,1.372,False
118297,GJ 3280,GJ 3280,535,96,8.73128,19.79688,13.75899,k-m,10.3953230351,1.51,False
118301,GJ 3284,GJ 3284,549,171,7.40295,16.98655,5.14546,dM0,10.7100167182,1.4,False
118304,GJ 3286,GJ 3286,760,120,5.1379,11.67958,-10.72226,M3.5,12.9907562519,None,False
118305,GJ 3287,GJ 3287,497,24,4.40965,10.34674,19.16577,m,12.7160625689,None,False
118311,GJ 3293,GJ 3293,719,132,6.39068,15.16484,-7.73078,M2.5,10.7018134475,None,False
118316,GJ 3297,GJ 3297,537,84,6.97627,17.76903,13.28254,g-k,11.2973422779,1.57,False
3759,96 G. Psc,HIP 3765,380,275,7.26388,1.55643,0.68697,K2V,6.37617209582,0.89,True
43822,GJ 330,HIP 43948,588,341,-11.20939,11.49889,3.31028,M5,9.52629316679,1.511,True
118317,GJ 3301 A,GJ 3301 A,562,141,7.97951,20.76445,6.59476,K,9.3723863508,None,False
118321,GJ 3303,GJ 3303,723,153,7.56231,19.93373,-11.84658,M3.5,11.7639192836,None,False
118327,GJ 3307,GJ 3307,565,202,6.16166,17.09122,0.70875,M0,9.94181344747,1.47,False
118331,GJ 3308,GJ 3308,564,132,7.69273,22.16406,8.08118,,11.4265252307,None,False
118335,GJ 3313,GJ 3313,575,195,5.889,17.91121,0.71166,k,9.961379348,1.48,False
118337,GJ 3316,GJ 3316,558,109,6.84482,21.98004,11.29107,m,10.7953230351,1.54,False
118344,GJ 3321,GJ 3321,591,182,4.91283,18.93861,1.28855,M1,9.81785088049,1.52,False
118345,GJ 3323,GJ 3323,476,287,1.52537,5.89592,-0.74101,m,13.160938022,None,False
23457,GJ 3325,HIP 23512,733,66,2.16543,8.57929,-2.76823,K:,11.8743020798,1.661,True
118348,GJ 3326,GJ 3326,537,247,3.23807,13.04864,2.6268,m,13.0666143006,None,False
118349,GJ 3327,GJ 3327,676,141,4.28897,17.59854,-3.85116,M4  e,11.6319687991,None,False
118350,GJ 3328,GJ 3328,571,215,3.94239,16.43434,1.28205,g,10.3942600582,1.51,False
118589,GJ 333,Gl 333,778,29,-6.55648,6.58125,-10.11852,M3,11.5006568966,1.56,False
23731,GJ 3330,HIP 23786,587,139,5.35212,22.59736,5.98276,K0V,5.84068027487,0.804,False
118354,GJ 3332 B,GJ 3332 B,727,85,2.57662,10.90308,-4.432,M3:,11.2553904619,1.51,False
118358,GJ 3337,GJ 3337,585,123,4.6779,21.53401,7.4321,m,12.3673422779,None,False
118359,GJ 3338,HD 241814,581,123,4.90507,24.25545,8.95175,K4,7.36891798308,1.17,False
44594,GJ 334,HIP 44722,612,324,-10.44248,9.84404,-2.22353,M0,8.68983509184,1.418,True
24414,GJ 3340,HIP 24472,638,166,4.60017,23.19614,-3.04856,M:,9.65314213065,1.52,True
118364,GJ 3341,GJ 3341,721,155,3.41607,17.47082,-10.82258,m,10.5562061869,None,False
118371,GJ 3345,GJ 3345,519,23,2.20699,12.89416,19.22764,m,11.1773422779,None,False
118379,GJ 3350,GJ 3350,715,159,2.17784,17.14994,-10.05666,m,11.4948500217,None,False
26048,GJ 3352,HIP 26113,534,32,1.87288,16.53125,20.70425,M3,8.94882490268,1.499,True
118386,GJ 3357,GJ 3357,702,82,1.31617,12.47629,-1.68534,M4,12.2881354565,1.63,False
118389,GJ 3362,GJ 3362,616,121,1.78595,20.68283,4.66091,M3,9.72048928968,1.46,False
118392,GJ 3364,GJ 3364,497,591,0.44251,8.14913,22.12789,m,14.606829283,1.69,False
118395,GJ 3366,GJ 3366,680,106,0.89576,15.90904,-1.44911,m,13.5194000867,1.78,False
118397,GJ 3368,GJ 3368,621,145,1.11442,21.99019,3.00272,m,12.4560625689,None,False
27343,GJ 3369,HIP 27397,654,175,1.37616,26.90533,-5.30286,,8.78669970729,1.384,False
118406,GJ 3378,GJ 3378,463,308,-0.01963,3.82633,6.52513,m,12.3161572757,1.6,False
118407,GJ 3379,GJ 3379,483,296,-0.00109,5.36169,0.25361,M4,12.6810642745,1.68,False
118412,GJ 3382,GJ 3382,681,182,-0.19884,19.13519,-7.0921,m,11.7009804001,None,False
118414,GJ 3383,HD 41190,622,79,-0.35285,18.56977,6.28543,G5,6.51785088049,None,False
118420,GJ 3388,GJ 3388,539,11,-0.69172,11.25426,14.26329,m,11.5618134475,None,False
45252,GJ 339,HIP 45383,613,354,-13.81162,12.12362,1.42793,K0,6.5819987126,1.035,False
118424,GJ 3391,GJ 3391,562,26,-1.57612,16.9822,16.61366,m,10.386246452,None,False
118430,GJ 3395,GJ 3395,549,10,-1.66602,12.23541,14.7425,M0,9.67001671817,1.5,False
118431,GJ 3396,GJ 3396,505,300,-1.15238,8.24146,7.36254,m,14.6012125472,None,False
118434,GJ 3399,GJ 3399,607,42,-3.32233,18.79668,10.40367,k-m,10.2437891584,1.5,False
118435,GJ 3401 B,GJ 3401 B,787,226,-1.71041,10.21965,-19.1108,,6.61378915841,None,False
118437,GJ 3404 A,GJ 3404 A,589,259,-2.85393,15.33107,0.97671,m,11.0908998699,None,False
118438,GJ 3405 B,GJ 3405 B,589,259,-2.85725,15.33024,0.97986,m,12.3608998699,None,False
45776,GJ 341,HIP 45908,800,24,-4.00568,3.31252,-9.10641,M0V,9.38705891317,1.472,True
118446,GJ 3413,GJ 3413,639,48,-4.07,17.44801,5.91611,m,11.801379348,None,False
118450,GJ 3414,GJ 3414,535,592,-2.38589,9.49643,13.9762,k-m,10.6394880801,None,False
118453,GJ 3418,HD 51534,642,55,-5.07368,19.5471,5.11823,G5,6.68620618688,None,False
46211,GJ 342,HIP 46343,479,546,-3.82805,3.02052,19.46265,K2,7.50789016826,1.203,False
118461,GJ 3423,GJ 3423,641,21,-2.99357,10.54554,7.58998,m,12.545306317,None,False
118463,GJ 3426,GJ 3426,560,597,-2.95351,9.7162,11.55674,m,12.4645667832,None,False
118464,GJ 3427,GJ 3427,503,575,-2.34,7.468,21.33734,m,10.7572633824,None,False
34324,GJ 3428,HIP 34414,609,24,-5.65188,18.46562,11.0754,G5,6.58219873795,0.907,True
118465,GJ 3429,GJ 3429,604,22,-6.18876,20.03468,12.45771,M0,9.4239192836,1.49,False
118626,GJ 344 B,Gl 344  B,670,379,-24.46209,19.14808,-3.3029,,4.12642837072,None,False
118475,GJ 3440,GJ 3440,842,257,-0.8966,2.61635,-22.55836,m,9.96726338243,None,False
118477,GJ 3442,GJ 3442,730,46,-4.1328,10.20211,-3.74766,k-m,13.3224922562,None,False
118480,GJ 3444,GJ 3444,532,579,-3.77269,8.88622,15.40715,M6  :,16.1018134475,None,False
118481,GJ 3445,GJ 3445,589,596,-7.03417,16.58365,14.70835,m,11.2473422779,None,False
36411,GJ 3446,HIP 36515,718,245,-6.67379,15.97191,-13.20567,G3V,4.97048222709,0.641,False
36747,GJ 3453,HIP 36853,623,16,-9.44367,21.55159,9.66846,,9.5025152191,1.498,True
118491,GJ 3455,GJ 3455,761,250,-4.0513,9.08534,-12.69602,m,11.4119584475,None,False
118492,GJ 3456,GJ 3456,455,554,-0.83868,1.61552,20.75366,m,11.2062061869,None,False
37111,GJ 3459,HIP 37217,736,41,-4.22218,9.19258,-3.92843,M2,11.5024766978,1.588,True
118627,GJ 346,Gl 346,654,353,-15.91798,12.34161,-3.28567,dM0,8.97098040014,1.43,False
118507,GJ 3464,GJ 3464,625,0,-9.23821,17.23026,9.50595,K4,6.91378915841,1.04,False
118510,GJ 3466 A,GJ 3466 A,745,42,-5.236,9.55595,-6.12519,M4,12.895449935,None,False
118513,GJ 3467,GJ 3467,581,303,-6.98703,12.32805,1.81164,m,12.9954902001,None,False
118628,GJ 347 B,Gl 347  B,632,345,-13.47805,10.44138,-2.20218,m,13.823495319,1.87,False
118516,GJ 3470,GJ 3470,643,5,-11.13568,19.46081,6.17301,m,10.4973422779,None,False
118520,GJ 3473 A,GJ 3473 A,625,305,-12.39474,20.95776,1.42356,k-m,11.7639192836,None,False
39573,GJ 3477,HIP 39685,553,565,-9.27321,15.04315,26.09528,,8.9873503605,1.492,True
118522,GJ 3478,GJ 3478,641,597,-8.0765,13.18141,7.63449,M0,9.02713996781,1.46,False
118523,GJ 3479,GJ 3479,608,584,-7.7968,12.62057,11.08451,m,11.6119687991,None,False
118524,GJ 3480,GJ 3480,535,567,-5.54409,8.85282,17.05551,m,11.1848500217,None,False
118526,GJ 3482 B,GJ 3482 B,653,0,-8.3925,13.40076,6.10401,m,9.85426005821,None,False
118529,GJ 3485,GJ 3485,606,307,-9.8052,15.25916,1.26266,m,12.2118134475,None,False
118532,GJ 3486,GJ 3486,842,262,-1.35793,2.23807,-22.06749,m,10.8160625689,None,False
46447,GJ 349,HIP 46580,706,585,-10.00732,7.68453,1.24934,K3V,6.68455920413,1.002,True
118536,GJ 3492,GJ 3492,827,270,-2.09231,3.17028,-15.41181,k-m,10.8467027473,None,False
118537,GJ 3496,GJ 3496,456,551,-1.3975,1.78366,23.14515,m,11.5873422779,1.62,False
118541,GJ 3500,GJ 3500,772,34,-4.87309,6.50589,-8.12675,M3,11.5475962631,None,False
118546,GJ 3503,GJ 3503,621,305,-9.2829,11.94417,-2.80191,m,14.0645667832,None,False
118547,GJ 3504,GJ 3504,625,319,-12.14897,15.47942,-0.53914,m,16.9693185614,None,False
118554,GJ 3511 B,GJ 3511 B,622,352,-15.85938,18.93136,3.88374,m+,10.9702999566,None,False
118562,GJ 3513,GJ 3513,653,321,-14.36553,16.47358,-4.00991,m,12.2660625689,None,False
118566,GJ 3514,GJ 3514,518,555,-5.3917,5.96382,14.59931,m,14.0607562519,1.82,False
118567,GJ 3515,GJ 3515,554,551,-8.89643,9.63402,17.33865,m,13.7137891584,1.78,False
118568,GJ 3516,HD 75404,601,546,-12.95915,14.01822,13.28091,G0,5.7673422779,None,False
118573,GJ 3517,GJ 3517,730,12,-5.87252,6.20837,-0.52079,m,19.1372142139,None,False
118578,GJ 3521,GJ 3521,814,269,-5.33218,5.55364,-23.14322,m,12.5639192836,None,False
118591,GJ 3526,GJ 3526,470,332,-2.72133,2.65411,9.43603,m,12.6127675892,None,False
44248,GJ 3528,HIP 44376,613,357,-14.44105,14.15094,3.0105,K:,10.1874322418,1.427,False
46636,GJ 353,HIP 46769,536,356,-8.70792,6.56538,8.01726,M0,9.53263443384,1.475,True
118595,GJ 3530,GJ 3530,615,345,-13.36551,12.78514,0.91572,m,10.2719687991,None,False
118597,GJ 3532,GJ 3532,511,545,-6.77675,6.27743,21.34249,m,11.1273422779,None,False
118598,GJ 3533,GJ 3533,745,11,-8.22983,7.73731,-4.59617,k-m,13.8690692619,None,False
118603,GJ 3537,GJ 3537,628,372,-17.41023,16.00208,2.77673,M4  e,11.466246452,1.57,False
118604,GJ 3538,HD 78727,628,366,-16.6805,15.2983,2.06194,K4,6.59726338243,1.01,False
118606,GJ 3540,GJ 3540,647,564,-10.59432,9.53377,7.55069,m,11.2519584475,1.56,False
118611,GJ 3543,GJ 3543,741,5,-8.9533,7.75568,-3.9922,M2,10.265449935,1.55,False
118613,GJ 3545,GJ 3545,800,285,-6.00193,5.19186,-14.97648,m,11.5542600582,None,False
118614,GJ 3546,GJ 3546,631,542,-13.01058,11.07686,8.82327,K5,8.13001671817,1.34,False
45600,GJ 3547,HIP 45731,533,535,-11.64788,9.82693,28.72854,M:,8.85922560056,1.586,False
118616,GJ 3549 B,GJ 3549 B,628,537,-13.61347,11.5553,9.00823,m,14.4948500217,None,False
118619,GJ 3550,GJ 3550,478,553,-2.57119,2.12814,10.99899,m,14.7175962631,1.9,False
45955,GJ 3555,HIP 46087,654,384,-22.66072,18.37021,0.07062,,9.27520406626,1.484,True
46253,GJ 3556,HIP 46385,562,526,-15.01419,11.78185,23.27903,,9.46699814058,None,False
118630,GJ 3558,GJ 3558,594,536,-11.31659,8.68197,11.81073,m,10.7919687991,None,False
118637,GJ 3560,GJ 3560,518,538,-7.61258,5.57,17.18985,M3,10.4878508805,1.54,False
