HYG_ID,Name,Code,X,Y,3D_X,3D_Y,3D_Z,Spectrum,AbsMag,ColorIndex,Habitable
14250,KUI 11A,HIP 14286,466,26,7.52245,7.79965,20.13121,G4V,4.84439389351,0.634,False
17708,KUI 13BC,HIP 17750,469,1,3.44195,5.30127,16.19232,M2...,8.20947187013,1.53,False
118256,KUI 13BC,Gl 153  B,469,1,3.44289,5.30077,16.19229,M2.5 J,10.0994718701,1.54,False
118257,KUI 13BC,Gl 153  C,469,1,3.44289,5.30077,16.19229,,10.3994718701,None,False
117967,KUI 1B,Gl  11  B,404,593,9.44726,0.54168,25.08412,,11.258544159,None,False
118587,KUI 37B,Gl 332  B,602,560,-8.68868,8.63747,10.94913,G5 V,5.10165974011,0.65,False
118634,KUI 41B,Gl 352  B,741,2,-8.1598,6.18895,-2.45653,,10.6874748454,None,False
49727,KUI 47,HIP 49868,478,538,-4.84419,2.4958,20.53885,M0,7.8432596142,1.335,True
118668,KUI 47B,Gl 379  B,478,538,-4.84518,2.49565,20.53864,,8.6632596142,None,False
51103,KUI 50,HIP 51248,549,502,-14.28868,6.06051,17.72122,G1V,4.5593884729,0.61,False
118685,KUI 50B,Gl 392  B,549,502,-14.28534,6.05927,17.72433,,10.6393884729,None,False
54498,KUI 55,HIP 54658,525,446,-12.03251,2.59421,11.64753,M4,9.7746280732,1.632,True
118733,KUI 55B,Gl 414.1B,525,446,-12.03202,2.59147,11.64864,M3,10.6746280732,1.54,False
69794,KUI 67A,HIP 70016,32,484,-16.97571,-11.84101,-1.86573,K1V,5.99162809334,0.867,True
118960,KUI 67B,Gl 544  B,32,484,-16.97431,-11.84307,-1.86544,M4,13.5116280933,None,False
82566,KUI 75AB,HIP 82817,95,563,-1.57753,-5.45542,-0.83192,M3Ve,10.2256146831,1.553,False
119113,KUI 75B,Gl 644  B,95,563,-1.5769,-5.45573,-0.83106,,11.1056146831,None,False
83883,KUI 79AB,HIP 84140,384,340,-0.91615,-4.32194,4.5225,K5,10.3056205731,1.485,True
119135,KUI 79B,Gl 661  B,384,340,-0.91617,-4.32053,4.52384,M3.5,11.3956205731,None,False
85959,KUI 83,HIP 86221,266,465,-2.74114,-27.43906,14.59799,M0,6.77914016927,1.16,False
119261,KUI 90,Gl 747  A,343,335,2.00007,-6.57974,4.38599,M3.5 J,12.3024523509,1.7,False
119262,KUI 90,Gl 747  B,343,335,2.00007,-6.57974,4.38599,M5   K,12.6024523509,None,False
119302,KUI 95B,Gl 766  B,320,334,4.2562,-8.55841,4.90003,,13.2447484049,None,False
72958,33 G. Lib,HIP 73184,51,565,-3.93085,-3.84453,-2.15603,K4V,6.86354129901,1.024,False
114018,KZ Andromedae,HIP 114379,351,25,16.52597,-3.6672,18.77295,K0Ve,5.89628141463,0.9,False
15419,Kappa Ceti,HIP 15457,451,265,5.89679,6.98774,0.5384,G5Vvar,5.03071544985,0.681,False
77421,Kappa Coronae Borealis,HIP 77655,350,456,-13.47244,-21.40057,18.14344,K0III-IV,2.32455362776,0.996,False
101588,Kappa Delphini,HIP 101916,236,591,18.93521,-22.74157,5.26386,G5IV+...,2.68026400434,0.702,False
11046,Kappa Fornacis,HIP 11072,411,208,16.30558,11.68876,-8.85539,G2V,3.48482421332,0.608,False
82746,Kappa Ophiuchi,HIP 83000,211,449,-6.97638,-25.01658,4.28787,K2IIIvar,1.08834646777,1.16,False
107012,Kappa Pegasi,HIP 107354,283,27,26.42157,-17.71357,15.27148,F5IV,1.40199922956,0.425,False
14632,Kappa Persei,HIP 14668,488,79,16.52498,17.95408,24.28057,K0III,1.10573068363,0.98,False
2069,Kappa Phoenicis,HIP 2072,100,150,16.90162,1.94078,-16.24626,A7V,2.07245552484,0.175,False
16204,Kappa Reticuli,HIP 16245,826,169,5.95811,7.72071,-19.08935,F5IV-V,3.05425824041,0.41,False
118231,Kappa Reticuli B,Gl 143.2B,826,169,5.95368,7.7189,-19.09146,m,9.09425824041,1.42,False
5884,Kappa Tucanae,HIP 5896,20,203,6.96512,2.39006,-19.06015,F6IV,2.69831982508,0.48,False
118058,Kappa Tucanae B,Gl  55.3B,20,203,6.96579,2.3883,-19.06013,G5,5.64831982508,None,False
15050,Koenig 12,HIP 15087,481,54,11.08539,12.59277,21.74537,K5:,8.10610339467,1.589,False
118204,Koenig 13,GJ 3209,474,52,8.09782,9.21118,13.87496,M1,10.0919687991,1.49,False
14948,Koenig 8,HIP 14985,486,64,14.43162,16.19043,26.26171,,7.25878025622,1.064,False
14189,L 12-40,HIP 14223,8,227,3.08625,3.17952,-35.29748,,8.01430422804,None,False
63607,L 147-45,HIP 63809,846,349,-15.26811,-4.43112,-30.2271,,8.77285536193,1.44,False
119151,L 21-3,GJ 4004,17,20,-0.27898,-2.08648,-12.16488,m,11.6424250944,None,False
103305,L 211-96,HIP 103636,98,253,11.45708,-11.47172,-26.72653,,9.19507120042,1.437,True
117461,L 26-27,HIP 117828,18,34,2.52022,-0.06791,-9.84171,M...,9.95563742553,1.466,True
116533,L 288-49,HIP 116898,90,182,16.46532,-1.3156,-21.09856,,9.45970817537,None,False
31220,L 32-8,HIP 31292,821,32,-0.3051,2.05423,-8.10351,,11.7975662575,None,False
31215,L 32-9,HIP 31293,821,33,-0.31876,2.15,-8.48411,,10.6379501934,None,False
67577,L 475-51,HIP 67795,13,420,-15.97136,-8.6031,-14.35253,,10.6889261777,1.5,True
118432,L 59-3,GJ 3397,809,231,-1.14595,8.07821,-22.36789,m,11.116246452,None,False
60368,L 67-53,HIP 60553,847,300,-6.19829,-0.67326,-23.35419,,8.59342760448,1.02,False
118624,LAW 17,GJ 3554,583,544,-9.64356,7.96013,11.87025,m,12.8371399678,None,False
118227,LAWD 14,GJ 1060 A,749,116,9.45121,12.19061,-7.9669,DA5,12.8021124171,None,False
118254,LAWD 15,Gl 151,507,195,9.3883,13.99069,5.62213,DQ8,13.9425419743,0.31,False
118496,LAWD 25,Gl 283  A,737,35,-3.60999,7.71712,-2.67082,DZQ6,13.2460901134,0.24,False
118558,LAWD 28,Gl 318,761,24,-4.84268,5.6896,-4.84467,DA6,12.1318987813,0.22,False
118722,LAWD 34,GJ 1140,746,567,-11.46355,3.19863,-1.57191,DA6,13.913225007,0.32,False
118752,LAWD 36,Gl 427,534,381,-12.3992,1.94807,4.90882,DA7,13.5920195264,0.28,False
118861,LAWD 43,Gl 492,778,526,-15.08508,-4.05445,0.95229,DC9,14.8175042908,0.64,False
66369,LAWD 52,HIP 66578,443,505,-7.59825,-3.49692,23.34206,DA:,10.81814111,-0.112,False
119086,LAWD 62,Gl 626.2,347,425,-4.868,-11.53268,9.35095,DZA6,12.8808998699,0.17,False
119162,LAWD 68,GJ 4012,86,337,-1.198,-12.05859,-16.94647,DA8,14.2062061869,0.46,False
118030,LAWD 7,GJ 3064,299,180,22.11865,5.49848,-4.62219,DA7,13.4173422779,0.35,False
119257,LAWD 73,Gl 742,400,534,1.14904,-4.27624,12.6144,DXP5,12.5695079893,0.05,False
94777,LAWD 74,HIP 95071,139,571,3.83172,-10.44486,-1.49756,DAw...,12.0289010418,0.07,False
119316,LAWD 79,Gl 772,282,322,5.65262,-10.14387,-0.20957,DA6,13.3750157573,0.28,False
118061,LAWD 8,GJ 1037,380,219,14.18966,5.02459,4.36812,DQ6,12.8441033936,0.12,False
119333,LAWD 80,Gl 781.3,211,309,8.47377,-13.26389,-6.28791,DA6,13.2942600582,0.19,False
119352,LAWD 82,Gl 794,212,578,8.14203,-10.20052,6.10591,DA3,10.7267973523,-0.07,False
101191,LAWD 82,HIP 101516,214,578,8.35226,-10.4656,6.26236,DA,10.6813390047,-0.097,False
119417,LAWD 86,Gl 828.5,398,560,4.52943,-3.5721,19.66312,DA4,11.24209911,0.02,False
119616,LAWD 96,Gl 915,79,28,5.68997,0.05287,-5.33537,DA5,13.5894401259,0.07,False
14718,LB 3303,HIP 14754,831,50,2.49637,2.73666,-9.45238,DA,11.3571811525,0.025,False
119369,LDS 1046B,GJ 4161 B,207,595,12.49569,-14.31176,2.97548,m,11.1200167182,None,False
22686,LDS 131,HIP 22738,791,67,1.79416,6.01053,-9.25084,M2Ve,10.4883871867,1.58,False
118066,LDS 2189B,GJ 3092 B,134,127,18.15345,6.80227,-9.83722,m,13.1637891584,None,False
118545,LDS 221B,GJ 3502 B,636,314,-12.45784,16.02158,-2.14569,M3,10.8109804001,1.47,False
118561,LDS 230B,Gl 319.1B,742,284,-10.63681,12.43874,-15.22966,M1 :,10.9329944909,1.52,False
118691,LDS 2314B,Gl 397.1B,513,516,-8.8037,3.57835,14.68136,m,14.9862207551,None,False
48365,LDS 290,HIP 48502,731,345,-18.55456,11.4294,-13.48648,M0V,8.14643632529,1.375,False
118701,LDS 314B,GJ 1136 B,770,346,-13.50535,4.79163,-10.65473,,10.410940135,1.52,False
118300,LDS 3584B,GJ 3283 B,561,161,9.46893,21.58855,3.34168,m,13.086246452,None,False
118514,LDS 3768A,GJ 3468 A,649,7,-9.92477,17.45,5.56993,m,12.6462061869,None,False
118515,LDS 3768B,GJ 3469 B,649,7,-9.92365,17.451,5.56877,m,13.4962061869,None,False
118800,LDS 385B,Gl 456.1B,818,370,-13.90975,-0.60616,-14.51444,m,11.7326555998,1.56,False
118636,LDS 3903B,Gl 354.1B,639,542,-12.66165,9.47129,8.0564,m,15.2544696019,None,False
59225,LDS 390A,HIP 59406,793,551,-12.01444,-0.5875,-4.36864,,11.1343670344,1.558,True
118802,LDS 390B,GJ 3709 B,793,545,-12.68556,-0.62556,-4.6152,m,11.9661585987,1.68,False
118694,LDS 3999A,GJ 3610 A,547,495,-13.12931,5.13627,14.75577,m,11.5809804001,None,False
118695,LDS 3999B,GJ 3611 B,547,495,-13.12702,5.13975,14.75659,m+,13.9509804001,None,False
118833,LDS 413B,GJ 1161 B,827,524,-13.06803,-2.0486,-9.22904,,10.8719584475,1.6,False
119552,LDS 5060B,GJ 2154 B,204,160,20.97765,-4.2509,-7.64176,m,12.0172633824,1.6,False
119140,LDS 593A,GJ 3999 A,158,430,-3.73879,-20.04506,-4.27137,M3,11.2362061869,1.49,False
119141,LDS 593B,GJ 4000 B,158,430,-3.74038,-20.04539,-4.26842,M3,11.3162061869,1.49,False
85388,LDS 599A,HIP 85647,90,340,-1.29878,-9.92909,-12.65068,M0,8.54125785952,1.46,True
119157,LDS 599B,Gl 676  B,90,340,-1.29483,-9.93015,-12.65025,m,12.2712578595,1.51,False
9075,LDS 60A,HIP 9094,408,180,29.16241,16.35911,-6.04156,G5,3.7639513105,0.817,True
118096,LDS 60B,Gl  81.1B,408,180,29.15861,16.36503,-6.04387,m,8.5539513105,1.38,False
86696,LDS 611A,HIP 86963,85,575,-0.31418,-5.22705,-3.28505,M2V:,12.4344899275,1.439,False
86694,LDS 611B,HIP 86961,85,575,-0.31486,-5.22694,-3.28515,M2V:,11.5344899275,1.463,False
9727,LDS 67A,HIP 9749,102,121,16.98366,10.34557,-10.60539,K,9.11544714358,1.4,True
118110,LDS 67B,Gl  84.1B,103,121,16.98563,10.34645,-10.60138,M3.5,11.0354471436,1.5,False
118131,LDS 71B,GJ 3149 B,15,63,8.06488,5.4674,-5.84784,M4,12.7224133608,None,False
119364,LDS 720B,Gl 799  B,110,6,5.6003,-6.56625,-5.48365,dM4.5e,10.9516942739,None,False
10686,LDS 74A,HIP 10712,61,137,18.48975,12.7007,-16.06984,K:...,9.41594094502,1.52,True
119576,LDS 819B,GJ 4348,113,188,12.90071,-1.33748,-14.70544,,10.9078508805,1.44,False
118179,LDS 81B,Gl 118.1B,1,144,17.36571,16.48042,-17.33767,M3 :,10.7465099889,1.52,False
118729,LDS 852A,GJ 1142 A,711,473,-19.4085,4.47146,-1.82095,dM6,11.0548500217,1.52,False
14519,LDS 86A,HIP 14555,764,120,11.47626,12.29956,-9.02729,Se,8.80582747045,None,False
4918,LDS 873,HIP 4927,368,135,14.75737,4.17793,5.61199,M,10.2948212972,1.59,False
118181,LDS 883C,Gl 118.2C,470,121,14.70583,14.14887,10.34182,m,12.0629040324,1.58,False
118219,LDS 884C,Gl 140  C,491,126,11.3827,14.08181,7.97711,m,10.4081761879,1.5,False
23475,LDS 889B,HIP 23530,508,19,3.47847,13.82561,28.07365,G0,5.13940246878,0.66,False
86157,LDS 999A,HIP 86423,267,465,-2.17813,-24.29971,12.84286,,8.8677377779,None,False
119171,LDS 999B,GJ 4019 B,272,464,-1.75406,-19.58297,10.35652,M5,10.9860625689,1.53,False
117330,LEHPM 6351,HIP 117697,198,153,23.88804,-0.81563,-8.53677,,9.66748110913,1.474,True
117988,LEI 1,GJ 2005,357,276,6.66114,0.72083,-3.43688,M5.5,16.0359903752,None,False
84359,LEP 81A,HIP 84616,355,487,-2.06574,-11.10252,14.68957,K2,6.59076209033,1.019,True
118089,LFT 163,GJ 3113,385,211,15.50237,7.77861,-2.6375,M3,11.7693742784,1.58,False
118107,LFT 174,GJ 3131,392,243,10.39451,6.20602,-4.70125,M3,10.6424536259,1.46,False
9764,LFT 180,HIP 9786,393,264,6.9808,4.2701,-4.75834,K:...,12.2691419627,1.719,True
10014,LFT 183,HIP 10037,413,188,24.25761,15.33153,-8.41307,K7,8.51133134383,1.386,True
10049,LFT 185,HIP 10072,405,206,16.24873,10.31146,-4.92617,,10.2895660561,1.517,True
117963,LFT 20,GJ 3007,299,140,22.49174,0.7852,3.16759,M3.5,11.2872633824,1.52,False
10593,LFT 200,HIP 10617,27,78,10.1095,6.8626,-7.33856,,11.2504479018,1.583,True
118133,LFT 201,Gl  92.2,446,69,13.10724,9.02176,15.51241,M3,11.7560625689,1.53,False
10786,LFT 208,HIP 10812,11,80,9.1922,6.38583,-8.3669,,10.8633516595,1.51,False
1240,LFT 22,HIP 1242,374,287,4.9955,0.33751,-1.44822,M:,12.9049222007,1.75,False
13185,LFT 233,HIP 13218,825,79,5.78119,5.3051,-10.46573,M,10.1368874487,1.51,True
118208,LFT 266,Gl 130.1B,466,19,4.65297,5.36062,11.43702,M2,10.5546517917,None,False
117974,LFT 27,GJ 1006 B,330,125,14.32191,1.01515,5.19025,M4.5,12.3012065,1.6,False
15294,LFT 270,HIP 15332,487,123,12.43702,14.52919,9.02115,K:,10.2138465701,1.46,True
118228,LFT 287,GJ 1060 B,749,116,9.45107,12.19042,-7.96735,sdM3,12.6021124171,None,False
1383,LFT 29,HIP 1386,349,92,20.4122,1.54653,11.43223,M:,9.68959517752,1.505,False
118237,LFT 295,GJ 1061,796,35,1.79973,2.4758,-3.00853,M4.5,14.8667796051,1.9,False
118259,LFT 308,GJ 1064 B,498,71,8.40518,12.81848,13.53653,K2 V,7.19654429562,0.9,False
118261,LFT 309,GJ 3249,526,190,13.13811,19.98636,-4.77695,M2.5,10.7639192836,1.53,False
18279,LFT 319,HIP 18324,484,23,5.32652,8.7826,18.65883,K0V,6.19817798301,0.831,True
18137,LFT 320,HIP 18180,766,148,10.61076,17.20266,-15.26605,K:,10.11188572,1.45,False
1543,LFT 33,HIP 1546,173,144,27.67836,2.3343,-10.05954,K:...,10.1077933651,None,False
118281,LFT 336,GJ 3268,801,165,6.65515,13.15075,-20.19323,m,11.8802999566,1.56,False
118285,LFT 343,Gl 167.2,723,134,7.5411,15.65525,-8.49539,M0,10.3674527155,1.38,False
22069,LFT 374,HIP 22122,776,156,4.18359,12.44023,-15.68235,K0V,6.02654429562,0.875,False
22543,LFT 375,HIP 22596,531,59,6.11582,19.91711,21.45163,G1V-VI,4.56133134383,0.586,False
23026,LFT 379,HIP 23080,548,89,7.30999,26.35126,18.63242,G8V,5.55147230002,0.75,False
23086,LFT 380,HIP 23140,517,33,3.22982,11.79789,15.07547,M0V:,9.5294577494,1.432,True
118347,LFT 387,Gl 186.1B,788,179,3.08505,12.01977,-18.47035,m,8.86316534042,1.36,False
24153,LFT 394,HIP 24210,637,167,6.10715,28.67337,-4.70194,K1V,5.67686041414,0.799,True
118378,LFT 415,Gl 204.2,648,151,2.46368,18.63643,-1.12798,M3.5,10.6454726054,1.53,False
26110,LFT 419,HIP 26175,690,174,2.71458,24.59527,-10.7428,K2V,6.64511293015,0.923,True
117989,LFT 42,GJ 3034,344,114,17.27538,1.91918,7.34004,m,12.921379348,None,False
26436,LFT 421,HIP 26501,756,184,1.6665,17.43354,-18.20183,G5,5.31792750876,0.769,False
118387,LFT 422,GJ 3361 B,756,184,1.64833,17.25697,-18.01332,K5 V,7.71029995664,None,False
27827,LFT 440,HIP 27896,767,200,0.56508,22.24289,-26.86122,K1V,3.81713846473,0.891,False
27821,LFT 442,HIP 27890,796,209,0.31777,12.33772,-24.3176,K1III/IV,2.4715545498,1.022,False
28371,LFT 444,HIP 28442,732,102,-0.01846,12.82379,-7.71482,K3/K4V,6.97453235651,1.137,False
118417,LFT 457,GJ 3385,593,75,-1.21725,25.88593,12.6071,M1.5,9.25164737395,1.46,False
117991,LFT 46,GJ 1012,331,237,13.17511,1.65732,-1.54897,M4,11.5595079893,1.48,False
118419,LFT 460,GJ 1088,759,80,-0.46148,9.67349,-9.1645,M3.5,11.695306317,1.59,False
30183,LFT 464,HIP 30256,683,198,-2.17223,22.65959,-9.53338,,8.79834718344,1.44,False
30403,LFT 469,HIP 30476,742,206,-2.17374,20.33445,-18.96997,G5V,4.44244580002,0.673,False
30820,LFT 471,HIP 30893,596,60,-3.32155,26.02351,13.37291,K2V,6.24483840786,0.906,False
118439,LFT 481,GJ 3406 A,549,4,-2.28813,11.81965,14.94872,M3.5   J,11.0241886165,1.59,False
118440,LFT 481,GJ 3407 B,549,4,-2.28813,11.81965,14.94872,,13.4841886165,None,False
2534,LFT 49,HIP 2540,47,187,11.53416,1.63362,-22.95306,M0,7.59695511568,1.367,True
33007,LFT 496,HIP 33094,695,220,-5.2476,22.04311,-12.32273,G3/G5V,3.99247900504,0.708,False
33295,LFT 498,HIP 33382,638,194,-7.84216,31.12331,0.65185,G8V,4.87729025498,0.69,False
118457,LFT 503,GJ 3419,641,239,-4.93281,18.65339,-3.49079,m,12.0378508805,None,False
33765,LFT 504,HIP 33852,562,2,-3.60453,13.07835,15.26885,K3V,6.42920704569,0.986,True
34645,LFT 515,HIP 34739,755,232,-5.53083,17.14222,-21.03485,G6V,5.28813744213,0.705,False
34622,LFT 517,HIP 34712,799,237,-3.09712,9.62817,-23.96797,M:,9.08391689498,1.44,False
34796,LFT 519,HIP 34890,792,243,-2.81316,8.5157,-17.86754,K5V,7.57571843697,1.255,False
35046,LFT 520,HIP 35139,662,239,-10.50311,30.56749,-7.49169,G5V,5.13571623989,0.607,False
2833,LFT 54,HIP 2839,253,156,34.16699,5.41179,-5.79769,M:,8.48498608655,1.392,False
37682,LFT 546,HIP 37789,585,584,-11.66335,23.66755,21.79532,F8V,4.06840105799,0.545,False
38009,LFT 550,HIP 38117,555,576,-7.10826,13.85177,21.15602,K4V,6.76291438407,1.068,False
38954,LFT 559,HIP 39064,632,599,-10.77831,18.75093,8.23523,K0V,5.85792133156,0.833,True
118517,LFT 561,Gl 294  B,789,263,-3.9464,6.9847,-14.06453,k,8.83353643664,1.34,False
39598,LFT 566,HIP 39710,700,277,-11.73109,18.95633,-12.56231,G2V,4.75977277523,0.6,True
40005,LFT 567,HIP 40118,611,580,-9.95595,15.38229,11.65453,G4V,5.09614817266,0.679,False
40733,LFT 574,HIP 40848,500,555,-5.08377,7.25429,29.74562,K1V,5.90062768042,0.853,True
40556,LFT 576,HIP 40671,613,575,-11.00769,15.98895,11.48136,K4V,7.05397844389,1.137,False
41572,LFT 586,HIP 41689,523,559,-5.50795,7.18277,16.82982,M0,8.8837536737,1.345,False
118560,LFT 602,Gl 319  C,574,325,-8.58203,9.9725,2.21647,M3.5,11.1638581859,1.54,False
42644,LFT 602,HIP 42762,586,329,-9.96398,11.57722,2.57105,M5,10.8798176086,1.55,True
3137,LFT 61,HIP 3143,90,143,16.16411,2.84826,-15.99046,M4,9.60942370958,1.476,True
118586,LFT 626,GJ 1119,504,334,-5.04299,5.01698,7.52072,m,13.2448856321,1.72,False
45211,LFT 634,HIP 45343,470,325,-2.81385,2.48065,4.922,M0V,8.68207240474,1.41,False
118010,LFT 65,GJ 2012,348,261,9.02601,1.65043,-3.77175,DQ9,14.5473026605,0.62,False
46522,LFT 653,HIP 46655,726,599,-7.67984,5.85319,0.0546,K:...,11.7859602088,1.588,False
46544,LFT 657,HIP 46677,760,314,-17.57206,13.3642,-23.99409,K1V,5.94356887991,0.927,True
118649,LFT 683,GJ 3567,489,349,-5.13844,3.33192,10.71963,M2,12.2724250944,1.64,False
118013,LFT 69,GJ 3049,74,44,7.30642,1.40263,-6.53286,M4,13.1216068689,None,False
3527,LFT 70,HIP 3535,325,170,21.57689,4.29994,0.68638,K2V,6.31671368407,0.983,True
3490,LFT 71,HIP 3497,34,196,8.84057,1.74449,-19.90881,G3V,4.85243007892,0.655,False
50982,LFT 716,HIP 51127,690,416,-28.07092,12.10552,-3.4964,K0V,7.31941680489,0.948,False
51321,LFT 720,HIP 51468,516,517,-10.39626,4.26426,19.26949,K5,6.99784369433,1.15,True
51784,LFT 726,HIP 51933,702,412,-22.45429,8.55908,-5.20803,F7V,3.75637086202,0.528,True
53082,LFT 746,HIP 53236,717,414,-32.33649,9.67383,-8.64968,K3V,6.55940948367,0.996,False
118720,LFT 748,GJ 3632,709,453,-18.95939,5.47298,-3.25386,M4,12.0348500217,1.63,False
54069,LFT 759,HIP 54227,685,504,-17.42441,4.20632,3.23736,K:,11.0678617223,1.572,True
54241,LFT 763,HIP 54400,758,390,-22.07784,5.10592,-13.17513,G1/G2V,4.41747271145,0.606,True
54373,LFT 764,HIP 54532,777,580,-9.48371,2.12286,-4.44893,M:,10.2954510657,1.529,True
54487,LFT 767,HIP 54646,517,371,-10.04814,2.17801,6.04333,K8V,7.92751533471,1.255,False
118732,LFT 768,Gl 414  B,517,371,-10.04724,2.18106,6.04372,M2 V,9.59751533471,1.52,False
118738,LFT 778,GJ 3652,575,413,-16.22643,3.21343,5.84497,m,11.6693742784,1.58,False
118025,LFT 78,GJ 1022,38,177,10.28771,2.25456,-19.01761,M6,10.4737891584,1.46,False
55047,LFT 793,HIP 55210,714,463,-21.54124,3.95753,-1.94194,G8V,5.57910228008,0.732,False
118753,LFT 801,GJ 3660 A,462,532,-4.56922,0.68941,22.25254,M2.5,10.3672633824,None,False
118754,LFT 802,GJ 3661 B,462,532,-4.56158,0.6922,22.25402,M3,10.8672633824,None,False
55789,LFT 810,HIP 55955,727,448,-25.1955,3.54069,-4.11189,M,10.344158628,1.4,False
55987,LFT 816,HIP 56153,815,334,-11.96832,1.54413,-18.67782,K4V,6.60461443784,1.046,False
56298,LFT 824,HIP 56466,772,435,-16.12904,1.79212,-7.18128,,9.91446960191,1.505,True
118767,LFT 832,Gl 433.2B,530,471,-16.36579,1.51977,16.49837,K2 V,6.5643102005,0.96,False
118766,LFT 833,GJ 1147,800,370,-14.94316,1.40533,-13.21843,k,12.2848500217,1.72,False
56880,LFT 836,HIP 57050,487,369,-8.07379,0.64422,7.48763,M5,11.6470785736,1.503,True
4444,LFT 85,HIP 4454,417,598,8.36248,2.1259,22.52968,K4V,7.20762267443,1.025,False
57787,LFT 858,HIP 57959,746,481,-20.38461,0.59878,-2.63891,M4,10.3245213478,1.54,True
58227,LFT 866,HIP 58401,796,386,-23.73352,0.15772,-21.31132,K1V,6.39118772583,0.78,False
59351,LFT 883,HIP 59532,744,459,-33.79893,-1.84329,-1.8246,G4V,4.77911007989,0.701,False
59408,LFT 884,HIP 59589,705,469,-33.23994,-1.9193,6.36532,G3V,4.91911007989,0.667,False
59569,LFT 888,HIP 59750,766,472,-22.14023,-1.46818,-4.03637,F5V,4.34397844389,0.47,False
118809,LFT 891,GJ 1155 A,740,491,-21.65108,-1.59852,1.12466,sdM3,11.5937891584,1.62,False
117958,LFT 9,Gl   4  B,387,282,8.18788,0.20043,8.42624,M0.5 V,8.66964780042,1.45,False
118815,LFT 901,GJ 1157,829,562,-9.90318,-1.00147,-10.53393,k,12.8142454537,1.61,False
60542,LFT 909,HIP 60729,822,375,-17.40565,-2.0456,-20.099,G5IV-V,4.12015633864,0.674,True
118035,LFT 91,GJ 1025,342,210,16.03365,4.36158,-1.29477,,12.2107562519,1.73,False
118826,LFT 917,GJ 3731 A,774,516,-16.44987,-2.16125,-1.58383,M3.5,11.8907562519,None,False
118827,LFT 918,GJ 3732 B,774,516,-16.44987,-2.16125,-1.58383,M3.5:,13.1407562519,None,False
118834,LFT 929,GJ 3736,769,480,-22.89604,-3.66795,-1.77486,M3: V,11.2673422779,1.6,False
118846,LFT 945,GJ 3747,779,500,-18.78798,-3.92415,-1.19794,M3,11.2100167182,1.54,False
63348,LFT 963,HIP 63550,847,332,-7.31443,-2.00566,-15.01074,,9.79112452434,1.49,True
118867,LFT 971,GJ 3763,490,424,-22.9118,-7.09959,7.04593,m,11.0002999566,None,False
64071,LFT 975,HIP 64275,459,500,-12.27271,-3.89094,31.07451,K2V,6.24597454602,0.923,False
64593,LFT 988,HIP 64797,459,379,-10.13769,-3.53252,3.28583,K2V,6.23865726158,0.926,False
118879,LFT 989,Gl 505  B,459,379,-10.13802,-3.53128,3.28614,M1 V,9.34865726158,None,False
118040,LFT 99,GJ 1026 B,369,133,15.44652,4.37085,5.87416,M3.5,11.2357793304,None,False
64808,LFT 993,HIP 65012,463,428,-13.86524,-5.01735,10.36649,M3,10.750682262,1.47,False
64917,LFT 995,HIP 65121,781,480,-28.51512,-10.48227,2.19501,K2V,6.16135441365,0.939,True
117985,LHS 1066,GJ 1010 B,434,577,3.4619,0.35943,15.30789,m,13.0206971617,None,False
117982,LHS 112,GJ 3028,376,266,10.4431,0.93278,6.83467,M6,15.5627338966,1.98,False
117993,LHS 113,GJ 1013,317,211,15.996,2.21813,-1.65617,m,11.6979035608,1.64,False
118000,LHS 117,GJ 1014,345,219,15.17658,2.39399,2.84263,,14.3508998699,1.89,False
9540,LHS 12,HIP 9560,419,167,23.65182,14.0499,2.74953,G:,10.0517425438,1.441,False
118012,LHS 120,GJ 1019,370,102,16.63386,3.20319,9.18167,m,13.0958367892,1.59,False
118068,LHS 1241,GJ 3094 B,373,227,13.5182,5.10559,0.13615,m,14.2005304723,None,False
6552,LHS 1245,HIP 6567,75,154,21.9041,8.44901,-22.77908,,9.43647719363,None,False
118042,LHS 134,GJ 1028,363,259,9.12603,2.65184,-3.11177,m,14.46,1.87,False
118059,LHS 140,GJ 1035,446,567,1.30758,0.47704,13.59011,m,14.0925554053,1.79,False
118087,LHS 145,GJ 3112,4,61,4.40247,2.12363,-11.67643,DA7,13.3681354565,0.44,False
118166,LHS 157,GJ 1050,815,93,9.61657,8.05578,-8.49671,m,10.8477196777,1.52,False
21831,LHS 1697,HIP 21884,511,34,5.77818,16.37803,27.48192,M:,8.80993165565,1.43,False
118172,LHS 17,GJ 3180,439,219,12.22512,10.82965,-1.41775,m,14.7866491751,1.5,False
15196,LHS 170,HIP 15234,495,94,16.81783,19.4215,20.14547,K5:,8.10073498403,1.188,False
118247,LHS 178,GJ 3245,514,164,12.22332,17.86189,4.81483,M0.5,11.1808827094,1.54,False
118194,LHS 18,GJ 1053,459,588,2.26903,2.48845,11.5831,sdM6,14.2327726528,1.79,False
118264,LHS 183,GJ 1065,470,264,5.06674,8.01162,-1.00892,dM4,12.893877441,1.7,False
118307,LHS 191,GJ 3289,544,213,6.75627,15.6016,1.07716,m,17.1631905062,None,False
118505,LHS 1952,GJ 1103 B,719,27,-4.12247,7.76032,0.00135,m,15.2807113103,None,False
118334,LHS 197,GJ 3311,516,41,4.02646,12.07263,14.51629,m,15.8616487987,None,False
118521,LHS 1971,GJ 3474 B,625,305,-12.3918,20.95978,1.41933,m+,15.0639192836,None,False
