,﻿hyg_id,name,code,x,y,3d_x,3d_y,3d_z,spectrum,absmag,colorindex,habitable,number_matches,type_matches,class_matches,complete,class,type
600,102092,Eta Cephei,HIP 102422,374,550,4.46933,-5.0834,12.643139999999999,K0IV,2.62709832602,0.912,False,True,True,True,True,K,V
601,75084,Eta Coronae Borealis,HIP 75312,375,430,-10.16286,-12.461310000000001,9.392000000000001,G2V,3.6398714285000002,0.577,False,True,True,True,True,G,V
602,119021,Eta Coronae Borealis B,HD 137108,375,430,-10.16353,-12.46065,9.39215,G2 V,4.6098714285,None,False,True,True,True,True,G,V
603,60984,Eta Corvi,HIP 61174,794,496,-17.31472,-2.43918,-5.07869,F2V,2.99865264282,0.388,False,True,True,True,True,F,V
604,58896,Eta Crucis,HIP 59072,834,323,-8.43722,-0.25339,-17.7877,F2III,2.66889106414,0.353,False,True,True,True,True,F,I
605,80090,Eta Draconis,HIP 80331,389,494,-5.21801,-11.71872,23.63997,G8III,0.581546927179,0.91,False,True,True,True,True,G,I
607,81584,Eta Herculis,HIP 81833,322,465,-8.82283,-25.2278,21.58255,G8III-IV,0.8002110271940001,0.916,False,True,True,True,True,G,V
608,102003,Eta Indi,HIP 102333,119,268,9.78004,-11.24703,-19.0227,A6:VAR,2.59395243165,0.278,False,True,True,True,True,A,V
609,28032,Eta Leporis,HIP 28103,701,100,0.22878,14.58496,-3.6823599999999996,F1V,2.8231283938700003,0.337,False,True,True,True,True,F,V
610,83756,Eta Ophiuchi,HIP 84012,147,422,-5.33375,-24.248079999999998,-6.990530000000001,A2.5VA,0.372479005036,0.059,False,True,True,True,True,A,V
612,89685,Eta Serpentis,HIP 89962,214,392,1.75635,-18.82987,-0.95706,K0III-IV,1.8435808374400002,0.941,False,True,True,True,True,K,V
614,79581,Eta Ursae Minoris,HIP 79822,411,520,-3.17463,-6.6191699999999996,28.9156,F5V,2.57652004979,0.393,False,True,True,True,True,F,V
615,3355,FF Andromedae,HIP 3362,376,82,19.021539999999998,3.59424,13.83281,M1VE+...,8.48779695003,1.46,False,True,True,True,True,M,V
617,57376,FI Virginis,HIP 57548,444,326,-3.3328900000000004,0.17854,0.04704,M4.5V,13.502564082200001,1.746,True,True,True,True,True,M,V
618,119437,FIN 283B,Gl 836.9B,103,251,8.49421,-5.59059,-16.08034,K7 V,8.20327678276,None,False,True,True,True,True,K,V
619,118165,FIN 312B,Gl 105.4B,437,187,20.29944,16.966929999999998,-5.55976,F5 V,3.4404216565800003,None,False,True,True,True,True,F,V
620,84168,FIN 355,HIP 84425,109,376,-4.61565,-23.52688,-19.13446,G0V,3.5160880003400004,0.58,False,True,True,True,True,G,V
621,111451,FK Aquarii,HIP 111802,125,22,7.58564,-2.8077099999999997,-3.04367,M0VPE,9.37685446793,1.466,False,True,True,True,True,M,V
622,58958,FK5 2970,HIP 59135,785,412,-28.031190000000002,-0.9286,-17.12661,F7V,4.13650976179,0.532,True,True,True,True,True,F,V
624,63557,FK5 5156,HIP 63759,485,463,-21.82678,-6.27245,22.023979999999998,K3V,6.429122479199999,1.05,False,True,True,True,True,K,V
626,102191,FK5 5831,HIP 102521,200,283,22.30057,-25.07984,-10.36483,G5V,4.93193733573,0.62,True,True,True,True,True,G,V
634,9694,FN Ceti,HIP 9716,406,193,21.01967,12.75361,-6.90068,K0V,5.75421341566,0.832,False,True,True,True,True,K,V
636,39783,FP Cancri,HIP 39896,612,583,-9.28825,14.729479999999999,11.23095,M0.5V:E,8.31793658786,1.4,False,True,True,True,True,M,V
649,113009,Fomalhaut,HIP 113368,109,21,6.43705,-1.79583,-3.79976,A3V,1.74105264125,0.145,False,True,True,True,True,A,V
671,79462,G 17-8,HIP 79702,179,456,-11.19872,-22.94789,3.2974300000000003,K4V,6.64639610618,1.116,False,True,True,True,True,K,V
694,113396,G 233-38,HIP 113755,366,4,14.73415,-3.79585,24.59212,K2V,6.35412494469,1.019,True,True,True,True,True,K,V
733,50214,G 54-21,HIP 50355,608,477,-28.82947,13.914620000000001,15.517470000000001,G0V,4.81430422804,0.595,True,True,True,True,True,G,V
744,70967,G 66-5,HIP 71190,72,475,-25.4816,-20.192870000000003,5.34488,K2V...,6.2407934770599995,0.923,True,True,True,True,True,K,V
780,32337,G 87-3,HIP 32423,593,34,-4.20699,20.636789999999998,13.44616,K3V,6.8113854215,0.964,False,True,True,True,True,K,V
781,35280,G 88-20,HIP 35377,603,22,-10.588989999999999,29.704759999999997,16.2442,G2V,5.27047537936,0.627,True,True,True,True,True,G,V
786,44167,G 9-43,HIP 44295,662,565,-12.57083,12.42983,4.82517,M0V:P...,7.35476976892,1.285,True,True,True,True,True,M,V
796,24012,G 97-23,HIP 24069,591,149,6.46381,29.33833,5.02886,M0V:,9.85135441365,1.383,True,True,True,True,True,M,V
797,27853,GAN 2,HIP 27922,678,180,0.5149100000000001,21.4586,-7.687310000000001,G6V,5.72034313671,0.7,False,True,True,True,True,G,V
800,53879,Lalande 21185,HIP 54035,439,321,-1.9995,0.50462,1.49725,M2V,10.4586449935,1.502,False,True,True,True,True,M,V
807,66858,GC 18574,HIP 67069,833,460,-28.17795,-13.856620000000001,-7.960030000000001,G2V,4.34768314741,0.542,True,True,True,True,True,G,V
809,67560,GC 18763,HIP 67773,453,437,-22.2637,-11.97345,13.33255,K1V,6.089719712409999,0.815,False,True,True,True,True,K,V
814,73623,GC 20286,HIP 73850,53,427,-18.916539999999998,-19.85824,-16.18809,F6V,3.9646482403699994,0.489,False,True,True,True,True,F,V
815,7807,GC 2040,HIP 7822,87,149,25.72635,12.07929,-21.01758,G5V,5.17816473728,0.714,True,True,True,True,True,G,V
817,75916,GC 20831,HIP 76147,33,306,-5.17212,-6.937289999999999,-30.88245,K5V,6.43938055426,1.01,False,True,True,True,True,K,V
818,77483,GC 21321,HIP 77718,248,448,-16.077289999999998,-25.73149,8.26413,G2V,4.82213559992,0.611,True,True,True,True,True,G,V
819,78108,GC 21462,HIP 78343,80,405,-12.38722,-21.41098,-17.86995,G5V,5.22738220691,0.686,False,True,True,True,True,G,V
820,78325,GC 21509,HIP 78562,62,360,-9.26929,-16.46319,-28.93163,F7V,3.8174926339199997,0.526,True,True,True,True,True,F,V
821,78809,GC 21681,HIP 79048,112,432,-15.038529999999998,-28.318690000000004,-10.56869,G1V,4.3779252709300005,0.562,True,True,True,True,True,G,V
824,83864,GC 23175,HIP 84121,94,365,-5.1230400000000005,-24.02721,-25.32856,G3V,4.79199922956,0.637,False,True,True,True,True,G,V
828,92281,GC 25874,HIP 92569,217,404,6.33146,-27.530279999999998,1.49597,G6V,5.25194709066,0.701,True,True,True,True,True,G,V
830,93217,GC 26192,HIP 93509,234,500,6.81862,-24.326179999999997,6.565180000000001,G2V,4.79656075992,0.629,False,True,True,True,True,G,V
833,96069,GC 27054,HIP 96370,187,337,11.98625,-27.049979999999998,-11.2281,G1V,4.23843541309,0.557,True,True,True,True,True,G,V
834,97050,GC 27368,HIP 97358,193,331,13.222029999999998,-26.14615,-9.94368,G6IV,5.14735676051,0.689,True,True,True,True,True,G,V
835,97097,GC 27376,HIP 97405,167,315,13.48163,-26.50126,-16.58971,G3V,5.02951973261,0.669,True,True,True,True,True,G,V
839,105272,GC 29869,HIP 105612,54,246,6.65119,-5.41246,-33.1435,G5V,5.20765778487,0.687,False,True,True,True,True,G,V
840,107278,GC 30496,HIP 107620,106,227,17.17372,-11.16129,-27.111929999999997,G5V,4.9339513105,0.66,False,True,True,True,True,G,V
842,108124,GC 30743,HIP 108468,214,212,28.95867,-16.989079999999998,-7.544630000000001,G5/G6V,4.47647804981,0.64,True,True,True,True,True,G,V
844,108900,GC 30916,HIP 109245,63,235,8.893839999999999,-4.73459,-28.11787,F7/F8V,4.29392724661,0.544,True,True,True,True,True,F,V
845,113525,GC 32137,HIP 113884,294,76,24.958879999999997,-6.24109,10.18535,G0V,5.00994074112,0.631,True,True,True,True,True,G,V
847,117448,GC 33144,HIP 117815,53,205,10.53855,-0.29134,-23.62057,G0V,4.576309248459999,0.589,False,True,True,True,True,G,V
857,21274,GC 5593,HIP 21327,746,158,8.24042,21.09285,-16.24689,G8V,5.38426217186,0.776,False,True,True,True,True,G,V
858,21907,GC 5777,HIP 21960,793,177,5.18438,14.89321,-22.18444,G8V,5.43569575985,0.746,True,True,True,True,True,G,V
859,22296,GC 5847,HIP 22349,565,134,8.918239999999999,27.73563,9.86725,G2V...,4.51008484748,0.618,True,True,True,True,True,G,V
860,22386,GC 5882,HIP 22439,643,166,10.3697,32.741609999999994,-8.416269999999999,F3/F5V,3.5273970256199996,0.456,False,True,True,True,True,F,V
862,22734,GC 5990,HIP 22787,738,161,6.00365,20.2903,-15.04026,K0V,5.52843139226,0.792,True,True,True,True,True,K,V
865,24468,GC 6457,HIP 24526,773,184,4.04054,20.64984,-24.58834,G8III,5.339792397119999,0.747,False,True,True,True,True,G,I
872,30241,GC 8266,HIP 30314,785,217,-1.14469,11.61405,-20.39305,G1V,4.67500809643,0.614,False,True,True,True,True,G,V
873,3334,GC 848,HIP 3340,69,169,18.69041,3.5132199999999996,-26.28875,K0/K1V:,5.89416317191,0.848,True,True,True,True,True,K,V
874,31059,GC 8563,HIP 31134,805,225,-1.39949,9.97466,-25.84595,G8/K0V,6.05452634528,0.781,True,True,True,True,True,G,V
876,34856,GC 9562,HIP 34950,615,27,-7.228960000000001,21.63974,10.64455,K1V,6.395046199119999,0.827,False,True,True,True,True,K,V
877,35786,GC 9879,HIP 35884,670,246,-11.62908,30.335279999999997,-10.18943,F7V,4.17951973261,0.489,False,True,True,True,True,F,V
878,18918,GCRV 2310,HIP 18965,531,116,14.89899,26.83551,17.15294,K1V,5.44964796029,0.834,True,True,True,True,True,K,V
899,11679,GIC 32,HIP 11707,448,161,27.74417,21.49171,5.1711800000000006,K7V:,8.150475379360001,1.34,True,True,True,True,True,K,V
908,442,GJ 1,HIP 439,377,293,3.46535,0.08073,-2.64555,M2V,10.3623043553,1.462,False,True,True,True,True,M,V
920,12893,GJ 112,HIP 12926,464,128,17.31692,15.35454,11.11365,K1IV,5.842537310040001,0.84,True,True,True,True,True,K,V
928,84020,GJ 1212,HIP 84277,158,446,-3.76379,-18.3678,-2.77529,M1V:,10.611523934400001,1.548,False,True,True,True,True,M,V
930,97820,GJ 1246,HIP 98130,178,309,7.98482,-14.31465,-9.97978,K3/K4V,7.004605365830001,1.025,True,True,True,True,True,K,V
933,105372,GJ 1262,HIP 105712,68,258,5.91355,-4.7599800000000005,-19.00672,G5V,5.42476731319,0.723,False,True,True,True,True,G,V
935,115639,GJ 1284,HIP 116003,153,72,13.755189999999999,-1.7974299999999999,-5.15637,M2VE,10.2387695946,1.5,False,True,True,True,True,M,V
936,1346,GJ 13,HIP 1349,73,166,13.924339999999999,1.02823,-18.296,G2V,5.029948903919999,0.655,False,True,True,True,True,G,V
938,15093,GJ 132,HIP 15131,818,148,11.21889,12.8049,-17.424310000000002,G3V,4.816565807280001,0.586,False,True,True,True,True,G,V
944,17397,GJ 152,HIP 17439,771,112,7.1153699999999995,10.56391,-10.05255,K1V,5.93896083865,0.87,False,True,True,True,True,K,V
945,18813,GJ 159,HIP 18859,532,199,9.42492,16.762610000000002,-0.09005,F5V,3.96001671817,0.516,False,True,True,True,True,F,V
953,21380,GJ 171,HIP 21433,511,38,5.9366699999999994,15.484570000000001,24.05098,K2V,5.9920344956900005,0.902,False,True,True,True,True,K,V
954,21500,GJ 172,HIP 21553,467,293,2.16132,5.75599,8.12809,K8V,8.57878769767,1.423,True,True,True,True,True,K,V
956,21764,GJ 174,HIP 21818,514,251,4.24205,11.86663,4.812790000000001,K3V,7.439970000610001,1.092,False,True,True,True,True,K,V
959,1931,GJ 18,HIP 1936,146,109,15.950629999999999,1.70638,-8.18314,K2V,6.642638367359999,0.94,True,True,True,True,True,K,V
961,23256,GJ 183,HIP 23311,508,273,2.2396599999999998,8.478489999999999,-0.8831700000000001,K3V,6.49421389614,1.049,False,True,True,True,True,K,V
962,23461,GJ 186,HIP 23516,695,162,5.92552,23.48728,-10.40743,K5V,7.174914213510001,1.281,False,True,True,True,True,K,V
963,118352,GJ 188 B,Gl 188  B,544,234,3.41894,14.64114,5.07351,G4 V,4.69739199419,None,False,True,True,True,True,G,V
966,24361,GJ 193,HIP 24419,661,170,5.99256,29.674529999999997,-8.581439999999999,G8V,4.94076946436,0.719,True,True,True,True,True,G,V
967,25047,GJ 196,HIP 25110,466,573,0.63757,3.8683699999999996,20.61241,F6V,3.47077019005,0.506,False,True,True,True,True,F,V
968,24726,GJ 198,HIP 24786,675,166,4.23268,23.3125,-7.758089999999999,G0V,3.9762633099099998,0.572,False,True,True,True,True,G,V
972,22662,GJ 2035,HIP 22715,564,122,7.1843,23.90004,10.202589999999999,K5V,6.6262841666400005,1.019,False,True,True,True,True,K,V
973,25559,GJ 204,HIP 25623,693,84,1.77885,12.83509,-0.79199,K5V,7.083299489310001,1.113,True,True,True,True,True,K,V
974,25652,GJ 2043,HIP 25716,624,96,2.2264,16.60387,4.67031,M2V:,9.348339223450001,1.5,True,True,True,True,True,M,V
976,32444,GJ 2051,HIP 32530,672,212,-6.177230000000001,29.527559999999998,-9.952689999999999,M0V:,8.05017361844,1.306,True,True,True,True,True,M,V
977,34271,GJ 2055,HIP 34361,665,240,-4.646780000000001,15.34731,-6.30261,M2V:,9.92863701883,1.44,True,True,True,True,True,M,V
978,34692,GJ 2056,HIP 34785,685,235,-7.7007699999999994,23.67195,-11.55077,M0V:,8.1778918415,1.33,True,True,True,True,True,M,V
980,35845,GJ 2058,HIP 35943,666,248,-8.259139999999999,21.3565,-7.39233,M0V:,8.433377694430002,1.365,True,True,True,True,True,M,V
981,36443,GJ 2061,HIP 36546,722,247,-9.59896,22.8719,-18.84737,M2V:,8.94252516202,1.41,True,True,True,True,True,M,V
984,42482,GJ 2071,HIP 42601,749,282,-11.91118,14.074670000000001,-19.2551,M1V:,8.40073532075,1.36,True,True,True,True,True,M,V
985,42763,GJ 2072,HIP 42881,749,281,-8.57814,9.83475,-12.81218,M2V:,9.33914252948,1.432,True,True,True,True,True,M,V
986,48054,GJ 2075,HIP 48190,787,302,-10.090060000000001,6.4615800000000005,-17.326629999999998,M2V:,8.68209615859,1.453,True,True,True,True,True,M,V
988,58514,GJ 2088,HIP 58688,801,393,-18.75938,-0.18178,-14.661029999999998,M0V,8.636246451989999,1.419,True,True,True,True,True,M,V
991,69233,GJ 2106,HIP 69454,12,578,-5.3910599999999995,-3.5415400000000004,-9.8355,M2V:,9.84760550316,1.5,True,True,True,True,True,M,V
992,70086,GJ 2107,HIP 70308,20,329,-7.0678,-5.09301,-21.983,M1V:,8.38118842573,1.429,True,True,True,True,True,M,V
994,79217,GJ 2119,HIP 79456,73,376,-9.27057,-18.367520000000003,-22.14786,M0V:,8.607827504400001,1.321,True,True,True,True,True,M,V
995,80370,GJ 2120,HIP 80612,132,454,-8.36853,-19.60928,-3.7620699999999996,M1V:,9.142739811230001,1.448,True,True,True,True,True,M,V
997,82893,GJ 2124,HIP 83147,125,408,-5.86508,-21.71927,-11.1028,M1V:,8.38268647182,1.356,False,True,True,True,True,M,V
998,84195,GJ 2127,HIP 84452,98,366,-4.42922,-22.764229999999998,-22.58713,M0V:,7.66908954151,1.273,True,True,True,True,True,M,V
1001,87654,GJ 2134,HIP 87925,154,390,-0.27914,-27.60655,-10.99731,K3/K4V,7.6249253428,1.282,True,True,True,True,True,K,V
1002,90332,GJ 2137,HIP 90611,153,365,3.24837,-25.206979999999998,-13.49704,K2:V,7.074774044630001,1.211,True,True,True,True,True,K,V
1003,91148,GJ 2138,HIP 91430,130,556,2.07463,-12.154760000000001,-3.18641,M1V:,10.7549014546,1.556,False,True,True,True,True,M,V
1004,26769,GJ 214,HIP 26834,664,176,2.10842,26.63012,-7.473739999999999,G8/K0IV,5.144526345280001,0.801,True,True,True,True,True,G,V
1006,101785,GJ 2148,HIP 102115,223,304,18.012829999999997,-21.15051,-2.67162,M1V:,8.30123404083,1.318,True,True,True,True,True,M,V
1009,27849,GJ 223,HIP 27918,625,163,0.6410899999999999,26.59062,0.99567,K3V,6.71420597532,1.014,True,True,True,True,True,K,V
1010,27998,GJ 224,HIP 28066,607,133,0.46788,27.168609999999997,6.73768,G5IV,4.364557251080001,0.65,False,True,True,True,True,G,V
1013,29452,GJ 230,HIP 29525,647,84,-1.02552,17.77561,3.34111,G8V,5.13969538865,0.663,False,True,True,True,True,G,V
1019,32237,GJ 243,HIP 32322,693,214,-4.595330000000001,23.17316,-12.2156,F7V,4.3059392246399995,0.55,False,True,True,True,True,F,V
1021,2935,GJ 25,HIP 2941,137,87,13.91734,2.28714,-6.50718,K1V+...,4.61375486175,0.715,False,True,True,True,True,K,V
1022,118002,GJ 25 B,Gl  25  B,137,87,13.91806,2.28325,-6.507000000000001,G8 V,5.44375486175,None,False,True,True,True,True,G,V
1025,33142,GJ 253,HIP 33229,771,223,-4.60314,18.86276,-27.997809999999998,G7V,5.5080405279199995,0.771,True,True,True,True,True,G,V
1028,33729,GJ 259,HIP 33817,729,74,-3.4693300000000002,12.675939999999999,-6.39532,K1V,5.885915349249999,0.882,False,True,True,True,True,K,V
1030,33603,GJ 260,HIP 33690,788,239,-2.28492,8.52782,-16.15046,K0IV-V,5.4851985251699995,0.786,False,True,True,True,True,K,V
1032,33928,GJ 262,HIP 34017,617,26,-4.55366,16.010720000000003,9.356060000000001,G4V,4.525412869509999,0.595,True,True,True,True,True,G,V
1033,34251,GJ 266,HIP 34341,632,221,-7.713239999999999,25.565620000000003,1.60899,M0V,7.70319648521,1.27,True,True,True,True,True,M,V
1034,36109,GJ 275,HIP 36210,759,242,-5.22741,13.0317,-17.59056,G5IV-V,4.9583815662,0.694,True,True,True,True,True,G,V
1035,36689,GJ 279,HIP 36795,677,255,-9.48687,21.80442,-9.75056,F6V,2.39030615402,0.521,False,True,True,True,True,F,V
1038,37498,GJ 284,HIP 37606,743,250,-7.389460000000001,15.32804,-17.11859,G5IV,3.12657466649,0.765,False,True,True,True,True,G,V
1041,3163,GJ 29,HIP 3170,51,176,12.74388,2.27065,-21.936729999999997,G1V,3.8597514763199996,0.564,False,True,True,True,True,G,V
1042,38671,GJ 290,HIP 38784,469,558,-1.40067,2.51871,16.79906,G8V,5.39208044108,0.719,False,True,True,True,True,G,V
1043,39046,GJ 295,HIP 39157,636,598,-7.361680000000001,12.682039999999999,8.20045,G8V,5.84331461269,0.716,False,True,True,True,True,G,V
1044,118519,GJ 296,HD 66020,727,260,-7.22383,12.51188,-12.13538,K7 V,8.281379348,1.34,False,True,True,True,True,K,V
1046,435,GJ 3,HIP 436,24,75,6.0376900000000004,0.13959000000000002,-14.82196,K5V,7.46870510435,1.076,True,True,True,True,True,K,V
1053,40578,GJ 302,HIP 40693,724,25,-6.97145,10.10603,-2.75101,K0V,5.45128929219,0.754,True,True,True,True,True,K,V
1056,40837,GJ 304,HIP 40952,730,279,-12.807260000000001,18.04298,-18.37353,G8:III...,4.876023453419999,0.692,False,True,True,True,True,G,I
1070,41807,GJ 309,HIP 41926,753,28,-6.42084,8.15423,-6.36078,K0V,5.95303783886,0.78,True,True,True,True,True,K,V
1079,42172,GJ 312,HIP 42291,733,288,-13.31044,16.24235,-17.7132,G1V,4.33550691825,0.598,True,True,True,True,True,G,V
1113,118018,GJ 32 B,Gl  32  B,82,86,11.68742,2.36654,-10.70245,K7 V,8.0362709129,1.27,False,True,True,True,True,K,V
1114,42688,GJ 320,HIP 42808,766,27,-5.6683900000000005,6.560860000000001,-6.9919199999999995,K2V,6.34589800533,0.917,False,True,True,True,True,K,V
1118,42821,GJ 321,HIP 42940,583,547,-12.81335,14.58808,17.283170000000002,K3V,6.44561093153,0.94,False,True,True,True,True,K,V
1140,118571,GJ 325,HD 75632,470,334,-2.58025,2.67964,10.683069999999999,K5 V,8.43226132507,1.39,False,True,True,True,True,K,V
1148,43602,GJ 327,HIP 43726,623,325,-11.73017,12.32832,-1.61894,G3V,4.84577933041,0.661,False,True,True,True,True,G,V
1159,3759,96 G. Psc,HIP 3765,380,275,7.26388,1.55643,0.68697,K2V,6.37617209582,0.89,True,True,True,True,True,K,V
1174,23731,GJ 3330,HIP 23786,587,139,5.352119999999999,22.597360000000002,5.98276,K0V,5.8406802748699995,0.804,False,True,True,True,True,K,V
1203,45776,GJ 341,HIP 45908,800,24,-4.00568,3.3125199999999997,-9.10641,M0V,9.38705891317,1.472,True,True,True,True,True,M,V
1218,36411,GJ 3446,HIP 36515,718,245,-6.6737899999999994,15.971910000000001,-13.205670000000001,G3V,4.97048222709,0.641,False,True,True,True,True,G,V
1237,46447,GJ 349,HIP 46580,706,585,-10.00732,7.6845300000000005,1.24934,K3V,6.68455920413,1.002,True,True,True,True,True,K,V
1288,3842,GJ 36,HIP 3850,152,116,16.90987,3.70555,-7.424119999999999,G8/K0V,5.77506362671,0.769,True,True,True,True,True,G,V
1292,118692,GJ 3608 A,GJ 3608 A,721,386,-20.00842,8.18142,-8.57671,K7 V,8.8473422779,1.38,False,True,True,True,True,K,V
1309,47457,GJ 364,HIP 47592,678,325,-11.22068,7.69415,-6.0336300000000005,G0V,4.06652320545,0.534,False,True,True,True,True,G,V
1314,47556,GJ 365,HIP 47690,576,528,-10.81817,7.33635,12.05899,K5V,6.87984041755,1.133,False,True,True,True,True,K,V
1334,48194,GJ 370,HIP 48331,783,10,-6.843319999999999,4.31316,-7.676760000000001,K5V,7.43323584879,1.156,True,True,True,True,True,K,V
1336,58629,GJ 3701,HIP 58803,807,382,-17.859720000000003,-0.28486,-16.32956,F6V,3.23080156424,0.417,False,True,True,True,True,F,V
1351,48579,GJ 374,HIP 48718,750,341,-21.96002,13.16751,-22.09151,K4V,6.34425662263,0.943,True,True,True,True,True,K,V
1377,49767,Groombridge 1618,HIP 49908,458,326,-2.8184400000000003,1.44553,3.70285,K8V,8.161098416369999,1.326,False,True,True,True,True,K,V
1415,71630,GJ 3863,HIP 71855,19,307,-3.96976,-3.3866,-19.66536,G5V,5.18761761084,0.707,False,True,True,True,True,G,V
1421,72874,GJ 3880,HIP 73100,408,467,-11.55751,-11.19828,18.92835,F7V,3.65382942352,0.533,True,True,True,True,True,F,V
1481,85302,GJ 4008,HIP 85561,145,401,-2.2334099999999997,-16.471220000000002,-7.343610000000001,K5V,8.31299756406,1.272,True,True,True,True,True,K,V
1492,87551,GJ 4033,HIP 87822,72,312,-0.22314,-14.216120000000002,-31.519840000000002,F8V,3.66599144311,0.451,False,True,True,True,True,F,V
1523,93756,GJ 4096,HIP 94050,128,322,6.937639999999999,-22.397660000000002,-21.4314,K1V,5.38017361844,0.862,False,True,True,True,True,K,V
1526,4142,GJ 41,HIP 4151,421,15,8.728539999999999,2.05816,16.26115,F8V,3.45592853817,0.54,False,True,True,True,True,F,V
1547,54491,GJ 415,HIP 54651,723,454,-20.054370000000002,4.33703,-3.9705699999999995,K5V,7.629409710560001,1.083,False,True,True,True,True,K,V
1554,101934,GJ 4157,HIP 102264,185,283,12.77386,-14.7899,-11.0222,G3/G5V,5.195213170430001,0.671,False,True,True,True,True,G,V
1556,54517,GJ 416,HIP 54677,730,434,-21.46504,4.60709,-5.8783900000000004,K4V,7.27726338243,1.203,False,True,True,True,True,K,V
1567,54650,GJ 418,HIP 54810,703,506,-17.52061,3.62645,1.4026,K5V,7.4300555387600005,1.179,False,True,True,True,True,K,V
1568,104251,GJ 4183,HIP 104587,318,582,15.89975,-14.41901,21.80905,G8IV,5.4014102393,0.78,True,True,True,True,True,G,V
1576,4139,GJ 42,HIP 4148,111,74,11.82808,2.78579,-7.11711,K2V,6.40659756324,0.936,True,True,True,True,True,K,V
1582,106975,GJ 4213,HIP 107317,220,42,17.42083,-11.72622,2.4453,M3V:,10.4343057037,1.522,False,True,True,True,True,M,V
1590,107606,GJ 4231,HIP 107948,240,65,26.87327,-16.76417,3.12068,M1V:,9.596030903519999,1.53,False,True,True,True,True,M,V
1605,109411,GJ 4265,HIP 109756,237,74,22.85003,-11.40666,2.35866,M2V:,9.77476617594,1.456,True,True,True,True,True,M,V
1607,109721,GJ 4270,HIP 110066,121,221,15.13119,-7.245260000000001,-19.06273,K3V,6.37637855901,0.961,True,True,True,True,True,K,V
1624,112885,GJ 4304,HIP 113244,252,101,23.24053,-6.670310000000001,2.43713,M0V:,9.30184919774,1.433,True,True,True,True,True,M,V
1634,114527,GJ 4320,HIP 114886,317,64,20.43382,-3.9443099999999998,12.34194,K2V,6.151327026410001,0.871,True,True,True,True,True,K,V
1637,56360,GJ 433,HIP 56528,795,586,-7.57527,0.81457,-4.86088,M2V,10.0297570913,1.489,True,True,True,True,True,M,V
1644,56828,GJ 435,HIP 56998,811,579,-8.90954,0.73836,-8.75654,K5V,7.283005653330001,1.064,True,True,True,True,True,K,V
1659,56922,GJ 437,HIP 57092,840,292,-8.7421,0.67853,-33.2512,G1V,3.7979720109400006,0.528,True,True,True,True,True,G,V
1666,117641,GJ 4377,HIP 118008,128,151,17.14813,-0.2862,-13.91395,K3V,6.5195320909,0.973,False,True,True,True,True,K,V
1680,57335,GJ 446,HIP 57507,793,410,-15.325029999999998,0.85234,-8.96402,G5V,5.23099863915,0.681,True,True,True,True,True,G,V
1681,4463,GJ 45,HIP 4473,23,130,8.73393,2.23062,-17.13035,K7V,8.065772009189999,1.299,True,True,True,True,True,K,V
1682,57630,GJ 450,HIP 57802,477,355,-6.977530000000001,0.27032,4.93884,M1V,10.099444033400001,1.477,True,True,True,True,True,M,V
1684,58171,GJ 453,HIP 58345,798,574,-9.01908,0.08072,-4.73642,K4V,6.949672748589999,1.128,True,True,True,True,True,K,V
1685,58402,GJ 454,HIP 58576,772,549,-12.69262,-0.04095,-2.33981,K0IV,4.98594806024,0.76,True,True,True,True,True,K,V
1691,60119,GJ 462,HIP 60303,490,427,-11.80335,-1.1312799999999998,10.72723,M0V,8.34078938453,1.354,True,True,True,True,True,M,V
1693,60679,GJ 468,HIP 60866,785,455,-23.499579999999998,-2.94002,-7.830889999999999,K4V,7.25518028125,1.218,True,True,True,True,True,K,V
1697,61099,GJ 472,HIP 61291,844,316,-5.79788,-0.85454,-15.074229999999998,K0V,6.08599623249,0.836,True,True,True,True,True,K,V
1704,61953,GJ 483,HIP 62145,469,441,-9.148489999999999,-1.78857,11.82864,K3V,6.12084039684,0.936,False,True,True,True,True,K,V
1705,62212,GJ 485,HIP 62406,516,449,-24.482570000000003,-5.12972,15.157620000000001,K4V,7.52949550398,1.274,True,True,True,True,True,K,V
1707,62492,GJ 488,HIP 62687,784,558,-10.517710000000001,-2.36671,-0.14435,M0.5V,8.32656959144,1.409,True,True,True,True,True,M,V
1708,63056,GJ 489,HIP 63257,802,471,-21.74222,-5.59622,-5.79096,K4V,7.283897290730001,1.118,True,True,True,True,True,K,V
1711,543,GJ 5,HIP 544,361,258,11.97684,0.34546,6.64763,K0V,5.3860192951400006,0.752,False,True,True,True,True,K,V
1712,4814,GJ 50,HIP 4824,294,168,29.61263,8.20571,-5.3543400000000005,K5V,8.01981759009,1.226,True,True,True,True,True,K,V
1713,64017,GJ 500,HIP 64219,819,452,-23.99306,-7.531339999999999,-10.25822,G6V,5.19041892084,0.718,True,True,True,True,True,G,V
1714,64379,GJ 503,HIP 64583,1,346,-8.77238,-2.94614,-15.463870000000002,F7IV,3.6210736240699997,0.489,False,True,True,True,True,F,V
1718,5236,GJ 52,HIP 5247,435,8,6.32873,1.9078099999999998,13.516979999999998,K7V,8.11280168471,1.289,False,True,True,True,True,K,V
1726,67275,GJ 529,HIP 67487,13,519,-11.66436,-6.0569,-5.33954,K4/K5V,7.400637552839999,1.257,False,True,True,True,True,K,V
