hyg_id,name,code,x,y,3d_x,3d_y,3d_z,spectrum,absmag,colorindex,habitable,number_matches,type_matches,class_matches,complete,class,type
46447,GJ 349,HIP 46580,706,585,-10.00732,7.68453,1.24934,K3V,6.6845592041,1.002,True,True,True,True,True,K,V
3842,GJ 36,HIP 3850,152,116,16.90987,3.70555,-7.42412,G8/K0V,5.7750636267,0.769,True,True,True,True,True,G,V
118692,GJ 3608 A,GJ 3608 A,721,386,-20.00842,8.18142,-8.57671,K7 V,8.8473422779,1.38,False,True,True,True,True,K,V
47457,GJ 364,HIP 47592,678,325,-11.22068,7.69415,-6.03363,G0V,4.0665232055,0.534,False,True,True,True,True,G,V
47556,GJ 365,HIP 47690,576,528,-10.81817,7.33635,12.05899,K5V,6.8798404176,1.133,False,True,True,True,True,K,V
48194,GJ 370,HIP 48331,783,10,-6.84332,4.31316,-7.67676,K5V,7.4332358488,1.156,True,True,True,True,True,K,V
58629,GJ 3701,HIP 58803,807,382,-17.85972,-0.28486,-16.32956,F6V,3.2308015642,0.417,False,True,True,True,True,F,V
48579,GJ 374,HIP 48718,750,341,-21.96002,13.16751,-22.09151,K4V,6.3442566226,0.943,True,True,True,True,True,K,V
49767,Groombridge 1618,HIP 49908,458,326,-2.81844,1.44553,3.70285,K8V,8.1610984164,1.326,False,True,True,True,True,K,V
71630,GJ 3863,HIP 71855,19,307,-3.96976,-3.3866,-19.66536,G5V,5.1876176108,0.707,False,True,True,True,True,G,V
72874,GJ 3880,HIP 73100,408,467,-11.55751,-11.19828,18.92835,F7V,3.6538294235,0.533,True,True,True,True,True,F,V
85302,GJ 4008,HIP 85561,145,401,-2.23341,-16.47122,-7.34361,K5V,8.3129975641,1.272,True,True,True,True,True,K,V
87551,GJ 4033,HIP 87822,72,312,-0.22314,-14.21612,-31.51984,F8V,3.6659914431,0.451,False,True,True,True,True,F,V
93756,GJ 4096,HIP 94050,128,322,6.93764,-22.39766,-21.4314,K1V,5.3801736184,0.862,False,True,True,True,True,K,V
4142,GJ 41,HIP 4151,421,15,8.72854,2.05816,16.26115,F8V,3.4559285382,0.54,False,True,True,True,True,F,V
54491,GJ 415,HIP 54651,723,454,-20.05437,4.33703,-3.97057,K5V,7.6294097106,1.083,False,True,True,True,True,K,V
101934,GJ 4157,HIP 102264,185,283,12.77386,-14.7899,-11.0222,G3/G5V,5.1952131704,0.671,False,True,True,True,True,G,V
54517,GJ 416,HIP 54677,730,434,-21.46504,4.60709,-5.87839,K4V,7.2772633824,1.203,False,True,True,True,True,K,V
54650,GJ 418,HIP 54810,703,506,-17.52061,3.62645,1.4026,K5V,7.4300555388,1.179,False,True,True,True,True,K,V
104251,GJ 4183,HIP 104587,318,582,15.89975,-14.41901,21.80905,G8IV,5.4014102393,0.78,True,True,True,True,True,G,V
4139,GJ 42,HIP 4148,111,74,11.82808,2.78579,-7.11711,K2V,6.4065975632,0.936,True,True,True,True,True,K,V
106975,GJ 4213,HIP 107317,220,42,17.42083,-11.72622,2.4453,M3V:,10.4343057037,1.522,False,True,True,True,True,M,V
107606,GJ 4231,HIP 107948,240,65,26.87327,-16.76417,3.12068,M1V:,9.5960309035,1.53,False,True,True,True,True,M,V
109411,GJ 4265,HIP 109756,237,74,22.85003,-11.40666,2.35866,M2V:,9.7747661759,1.456,True,True,True,True,True,M,V
109721,GJ 4270,HIP 110066,121,221,15.13119,-7.24526,-19.06273,K3V,6.376378559,0.961,True,True,True,True,True,K,V
112885,GJ 4304,HIP 113244,252,101,23.24053,-6.67031,2.43713,M0V:,9.3018491977,1.433,True,True,True,True,True,M,V
114527,GJ 4320,HIP 114886,317,64,20.43382,-3.94431,12.34194,K2V,6.1513270264,0.871,True,True,True,True,True,K,V
56360,GJ 433,HIP 56528,795,586,-7.57527,0.81457,-4.86088,M2V,10.0297570913,1.489,True,True,True,True,True,M,V
56828,GJ 435,HIP 56998,811,579,-8.90954,0.73836,-8.75654,K5V,7.2830056533,1.064,True,True,True,True,True,K,V
56922,GJ 437,HIP 57092,840,292,-8.7421,0.67853,-33.2512,G1V,3.7979720109,0.528,True,True,True,True,True,G,V
117641,GJ 4377,HIP 118008,128,151,17.14813,-0.2862,-13.91395,K3V,6.5195320909,0.973,False,True,True,True,True,K,V
57335,GJ 446,HIP 57507,793,410,-15.32503,0.85234,-8.96402,G5V,5.2309986392,0.681,True,True,True,True,True,G,V
4463,GJ 45,HIP 4473,23,130,8.73393,2.23062,-17.13035,K7V,8.0657720092,1.299,True,True,True,True,True,K,V
57630,GJ 450,HIP 57802,477,355,-6.97753,0.27032,4.93884,M1V,10.0994440334,1.477,True,True,True,True,True,M,V
58171,GJ 453,HIP 58345,798,574,-9.01908,0.08072,-4.73642,K4V,6.9496727486,1.128,True,True,True,True,True,K,V
58402,GJ 454,HIP 58576,772,549,-12.69262,-0.04095,-2.33981,K0IV,4.9859480602,0.76,True,True,True,True,True,K,V
60119,GJ 462,HIP 60303,490,427,-11.80335,-1.13128,10.72723,M0V,8.3407893845,1.354,True,True,True,True,True,M,V
60679,GJ 468,HIP 60866,785,455,-23.49958,-2.94002,-7.83089,K4V,7.2551802813,1.218,True,True,True,True,True,K,V
61099,GJ 472,HIP 61291,844,316,-5.79788,-0.85454,-15.07423,K0V,6.0859962325,0.836,True,True,True,True,True,K,V
61953,GJ 483,HIP 62145,469,441,-9.14849,-1.78857,11.82864,K3V,6.1208403968,0.936,False,True,True,True,True,K,V
62212,GJ 485,HIP 62406,516,449,-24.48257,-5.12972,15.15762,K4V,7.529495504,1.274,True,True,True,True,True,K,V
62492,GJ 488,HIP 62687,784,558,-10.51771,-2.36671,-0.14435,M0.5V,8.3265695914,1.409,True,True,True,True,True,M,V
63056,GJ 489,HIP 63257,802,471,-21.74222,-5.59622,-5.79096,K4V,7.2838972907,1.118,True,True,True,True,True,K,V
543,GJ 5,HIP 544,361,258,11.97684,0.34546,6.64763,K0V,5.3860192951,0.752,False,True,True,True,True,K,V
4814,GJ 50,HIP 4824,294,168,29.61263,8.20571,-5.35434,K5V,8.0198175901,1.226,True,True,True,True,True,K,V
64017,GJ 500,HIP 64219,819,452,-23.99306,-7.53134,-10.25822,G6V,5.1904189208,0.718,True,True,True,True,True,G,V
64379,GJ 503,HIP 64583,1,346,-8.77238,-2.94614,-15.46387,F7IV,3.6210736241,0.489,False,True,True,True,True,F,V
5236,GJ 52,HIP 5247,435,8,6.32873,1.90781,13.51698,K7V,8.1128016847,1.289,False,True,True,True,True,K,V
67275,GJ 529,HIP 67487,13,519,-11.66436,-6.0569,-5.33954,K4/K5V,7.4006375528,1.257,False,True,True,True,True,K,V
68464,GJ 538,HIP 68682,439,402,-13.99463,-8.3705,3.10702,G8V,5.169424816,0.733,False,True,True,True,True,G,V
69750,GJ 542,HIP 69972,13,582,-4.95174,-3.438,-10.18388,K3V,6.2942835448,1.017,False,True,True,True,True,K,V
70733,GJ 553,HIP 70956,50,497,-12.92271,-9.98851,-2.48347,K7V,8.3098533696,1.403,False,True,True,True,True,K,V
70726,GJ 554,HIP 70950,421,441,-14.17991,-10.95507,12.75932,K3V,6.9681471569,1.031,False,True,True,True,True,K,V
70957,GJ 556,HIP 71181,418,413,-6.34671,-5.02512,10.70698,K3V,6.6007813637,0.997,False,True,True,True,True,K,V
6024,GJ 56,HIP 6037,158,135,27.39476,9.64242,-8.05529,K3V,7.3543819084,1.008,True,True,True,True,True,K,V
118981,GJ 560 B,Gl 560  B,22,332,-5.26633,-4.51778,-14.86152,K5 V,7.3955809751,1.15,False,True,True,True,True,K,V
72012,GJ 562,HIP 72237,406,411,-12.60836,-11.19316,4.9938,K5V,8.0044161413,1.261,False,True,True,True,True,K,V
72462,GJ 565,HIP 72688,56,479,-11.31948,-10.52649,-6.98038,K3V,6.6627873743,1.036,True,True,True,True,True,K,V
73136,GJ 571,HIP 73362,44,401,-12.95842,-12.90568,-17.71934,K7V,8.1403045064,1.318,True,True,True,True,True,K,V
73404,GJ 574,HIP 73631,45,395,-11.98429,-12.30905,-17.97345,K5V,7.8922103313,1.188,True,True,True,True,True,K,V
7221,GJ 59,HIP 7235,134,115,16.34065,7.04251,-7.98841,K0V,5.5193165872,0.766,False,True,True,True,True,K,V
76142,GJ 591,HIP 76375,373,452,-10.04945,-13.82534,14.25606,K3V,5.912682093,0.946,False,True,True,True,True,K,V
76149,GJ 593,HIP 76382,373,451,-9.8463,-13.55763,13.96165,K2V,5.0866967,0.906,False,True,True,True,True,K,V
697,GJ 6,HIP 699,349,68,26.50217,1.00464,19.71609,F8IV,3.6143446184,0.504,False,True,True,True,True,F,V
118076,GJ 60 C,Gl  60  C,120,131,18.76059,8.25545,-11.79121,M2 V,8.5311884257,None,False,True,True,True,True,M,V
77935,GJ 604,HIP 78170,60,533,-5.49036,-9.29132,-9.93225,K5V,7.2282849845,1.118,True,True,True,True,True,K,V
78604,GJ 610,HIP 78843,101,457,-8.31205,-15.25671,-6.47833,K3/K4V,6.0491521014,1.043,True,True,True,True,True,K,V
78951,GJ 613,HIP 79190,47,343,-3.67251,-7.03351,-11.96332,K3V,6.3249173506,0.856,True,True,True,True,True,K,V
79298,GJ 615,HIP 79537,46,338,-3.2944,-6.59492,-11.60164,K0V,6.8391649883,0.815,False,True,True,True,True,K,V
7525,GJ 62,HIP 7539,115,142,26.72186,12.05704,-16.51408,K1V,5.5052440254,0.83,True,True,True,True,True,K,V
80125,GJ 621,HIP 80366,123,450,-8.48353,-19.12894,-5.07838,K2V,6.7344610553,0.95,True,True,True,True,True,K,V
119087,GJ 627 B,Gl 627  B,287,431,-7.1738,-17.08702,6.16763,K3 V,6.3963498049,None,False,True,True,True,True,K,V
80680,GJ 629,HIP 80925,91,391,-7.20762,-17.72933,-15.50433,K0V,5.2826301679,0.858,False,True,True,True,True,K,V
81754,GJ 638,HIP 82003,360,369,-2.61506,-7.71548,5.39382,K7V,8.150439235,1.31,True,True,True,True,True,K,V
82017,GJ 639,HIP 82267,315,463,-7.90636,-24.54911,19.44488,K7V,5.8540047601,0.821,True,True,True,True,True,K,V
82338,GJ 641,HIP 82588,150,480,-4.88229,-16.21874,-0.00674,G8V,5.5057317441,0.749,False,True,True,True,True,G,V
83022,GJ 650,HIP 83276,147,428,-6.45805,-24.60763,-6.13899,G2V,5.0308851884,0.608,False,True,True,True,True,G,V
83135,GJ 651,HIP 83389,347,470,-3.0479,-11.91504,13.22562,G8V,5.4763726176,0.728,True,True,True,True,True,G,V
83285,GJ 652,HIP 83541,122,409,-3.80975,-15.41269,-8.64972,K1V,5.3040182924,0.814,True,True,True,True,True,K,V
83335,GJ 653,HIP 83591,118,535,-2.54336,-10.40673,-0.94927,K5V,7.5419477092,1.1,False,True,True,True,True,K,V
83732,GJ 656,HIP 83990,55,325,-1.44335,-6.53362,-11.93823,K0V,6.6986955367,0.889,False,True,True,True,True,K,V
119132,GJ 656.1 B,Gl 656.1B,147,422,-5.33503,-24.24741,-6.99186,A3 V,1.342479005,None,False,True,True,True,True,A,V
7903,GJ 67,HIP 7918,437,53,8.40249,3.99767,8.56054,G2V,4.4506078777,0.618,True,True,True,True,True,G,V
85037,GJ 673,HIP 85295,118,554,-1.14826,-7.62843,0.2848,K7V,8.1020194636,1.359,True,True,True,True,True,K,V
84977,GJ 675,HIP 85235,400,517,-0.75075,-4.87985,11.80679,K0V,5.9043670344,0.759,True,True,True,True,True,K,V
85408,GJ 678,HIP 85667,160,485,-2.11813,-16.30755,-0.30498,G8IV-V,4.2295178964,0.715,False,True,True,True,True,G,V
119160,GJ 678 B,Gl 678  B,160,485,-2.11818,-16.30755,-0.30492,G8 IV-V,5.1195178964,None,False,True,True,True,True,G,V
85549,GJ 679,HIP 85810,296,468,-2.38487,-19.43678,13.34378,G5V,4.6465622548,0.639,False,True,True,True,True,G,V
7966,GJ 68,HIP 7981,409,277,6.31622,3.02959,2.58716,K1V,5.8740650502,0.836,False,True,True,True,True,K,V
86135,GJ 688,HIP 86400,136,540,-0.96503,-10.64696,0.66425,K3V,6.3808042152,0.959,True,True,True,True,True,K,V
8055,GJ 69,HIP 8070,446,9,5.3289,2.59008,12.05439,K5V,7.7793235104,1.202,True,True,True,True,True,K,V
87053,GJ 696,HIP 87322,187,418,-0.89591,-21.75581,-2.30776,M0V,8.468155058,1.419,True,True,True,True,True,M,V
8036,GJ 70,HIP 8051,397,251,10.10005,4.89019,0.84839,M2V:,10.6735315445,1.525,True,True,True,True,True,M,V
88301,GJ 701,HIP 88574,120,561,0.17391,-7.7826,-0.41212,M2V,9.9107947563,1.508,True,True,True,True,True,M,V
88695,GJ 706,HIP 88972,339,365,0.36494,-8.68231,6.90215,K2V,6.1538649485,0.876,True,True,True,True,True,K,V
90377,GJ 715,HIP 90656,221,386,2.43726,-18.59322,-0.59509,K3V,6.6736360451,1.074,True,True,True,True,True,K,V
90509,GJ 716,HIP 90790,124,554,1.70218,-12.37907,-4.28021,K1V,6.2057662309,0.861,True,True,True,True,True,K,V
90698,GJ 717,HIP 90979,190,383,3.6245,-24.63182,-5.12669,K7V,8.0041717779,1.263,True,True,True,True,True,K,V
8144,GJ 72,HIP 8159,410,139,27.43284,13.51809,11.18162,G5IV,3.7063990822,0.72,True,True,True,True,True,G,V
91157,GJ 722,HIP 91438,121,560,2.04633,-11.94304,-4.66381,G5V,5.2830175714,0.673,True,True,True,True,True,G,V
92581,GJ 735,HIP 92871,291,347,2.74771,-11.13301,1.69385,M2VE,9.7792989902,1.539,False,True,True,True,True,M,V
92809,GJ 740,HIP 93101,153,558,2.76678,-10.69757,1.14402,M2V,8.991695043,1.444,True,True,True,True,True,M,V
93564,GJ 744,HIP 93858,155,326,3.90251,-12.99196,-10.52612,G8V,4.9761068315,0.705,False,True,True,True,True,G,V
94351,GJ 749,HIP 94645,177,343,7.98813,-23.3472,-11.07899,F8V,4.0892472529,0.548,False,True,True,True,True,F,V
94855,GJ 755,HIP 95149,159,323,5.94869,-16.01803,-11.95696,G1/G2V,4.8839430575,0.628,False,True,True,True,True,G,V
95025,GJ 758,HIP 95319,243,539,4.62218,-12.10971,8.48897,G8V,5.4191448053,0.804,True,True,True,True,True,G,V
97634,GJ 770,HIP 97944,219,313,6.2148,-11.41095,-5.76885,K3/K4V,5.4560118199,1.017,False,True,True,True,True,K,V
97894,GJ 773,HIP 98204,221,324,9.03505,-16.07917,-4.11142,K4V,7.9080991776,1.318,True,True,True,True,True,K,V
98386,GJ 775,HIP 98698,166,578,6.68275,-11.25671,0.76075,K4V,6.8714840047,1.128,True,True,True,True,True,K,V
98644,GJ 776,HIP 98959,71,282,3.55697,-5.83156,-16.34486,G2V,4.8283197313,0.648,True,True,True,True,True,G,V
98479,GJ 778,HIP 98792,215,564,7.36275,-12.26829,6.17474,K1V,6.3166601965,0.815,False,True,True,True,True,K,V
98514,GJ 779.1,HIP 98828,250,555,10.03247,-16.6691,9.40101,K3V,6.1469667514,0.924,False,True,True,True,True,K,V
99508,GJ 785,HIP 99825,113,596,4.37453,-6.52989,-4.01038,K3V,6.0017244438,0.878,True,True,True,True,True,K,V
99697,GJ 788,HIP 100017,380,547,3.89946,-5.69979,16.15423,G3V,4.6863244571,0.602,True,True,True,True,True,G,V
100186,GJ 789,HIP 100511,235,575,14.76536,-20.53455,6.56502,F8V,4.0742923111,0.498,False,True,True,True,True,F,V
100600,GJ 790,HIP 100925,185,292,10.01536,-13.32255,-9.96195,G6/G8V,5.1690361452,0.724,True,True,True,True,True,G,V
119358,GJ 795 B,Gl 795  B,196,595,11.87187,-14.20214,1.60955,K8 V,8.0547184671,None,False,True,True,True,True,K,V
101669,GJ 796,HIP 101997,227,294,8.62361,-10.25988,-5.9043,G8/K0V,5.5314675622,0.719,True,True,True,True,True,G,V
102002,GJ 801,HIP 102332,199,286,15.97089,-18.37074,-9.5177,K7V,7.7537248285,1.191,True,True,True,True,True,K,V
102521,GJ 808.2,HIP 102851,259,580,12.1779,-13.26941,10.14188,K5V,6.7433293201,1.068,False,True,True,True,True,K,V
102766,GJ 809,HIP 103096,388,320,2.25792,-2.39333,6.22912,M2V,9.3106769843,1.483,False,True,True,True,True,M,V
103058,GJ 811,HIP 103389,197,278,13.12718,-13.50041,-9.30502,F7V,4.0884909074,0.507,False,True,True,True,True,F,V
103323,GJ 815,HIP 103655,270,574,8.17556,-8.16977,9.72262,M3VE,9.2246179394,1.52,False,True,True,True,True,M,V
9272,GJ 82,HIP 9291,450,18,5.4437,3.1235,10.25044,M4VE,11.8106166315,1.54,False,True,True,True,True,M,V
105572,GJ 828 A,HIP 105911,141,251,13.10409,-10.32872,-16.57445,K0V,5.6329662793,0.876,True,True,True,True,True,K,V
106355,GJ 833,HIP 106696,82,40,7.54504,-5.44762,-11.42873,K2V,6.29774926,0.879,True,True,True,True,True,K,V
107307,GJ 838,HIP 107649,157,254,8.89976,-5.76522,-11.49255,G2V,4.5992027441,0.601,False,True,True,True,True,G,V
110304,GJ 857,HIP 110649,96,234,9.9925,-4.40011,-17.33582,F9V,3.7525440383,0.665,True,True,True,True,True,F,V
110650,GJ 862,HIP 110996,133,57,12.33988,-5.15863,-7.72703,K4V,6.7058634753,1.08,True,True,True,True,True,K,V
110965,GJ 863,HIP 111313,310,271,11.73879,-4.68141,2.08711,M0V:,9.8224208968,1.501,True,True,True,True,True,M,V
111607,GJ 868,HIP 111960,127,49,11.06814,-3.9892,-6.70373,K4/K5V,7.1717524982,1.143,True,True,True,True,True,K,V
111626,GJ 869,HIP 111978,166,194,21.31222,-7.66073,-14.14613,G8/K0V,5.2772591102,0.789,True,True,True,True,True,G,V
113217,GJ 884,HIP 113576,120,23,7.26816,-1.93804,-3.11952,K5/M0V,8.325991834,1.379,True,True,True,True,True,K,V
113358,GJ 886,HIP 113718,204,83,16.35851,-4.24162,-1.13675,K4V,6.3357317441,0.943,True,True,True,True,True,K,V
114652,GJ 894,HIP 115013,116,177,23.71469,-4.43487,-21.86946,K7V,7.8263990822,1.316,True,True,True,True,True,K,V
115850,GJ 898,HIP 116215,155,66,13.25479,-1.57937,-4.04163,K5/M0V,7.8675957783,1.29,False,True,True,True,True,K,V
10508,GJ 90,HIP 10531,442,8,7.42405,4.99327,21.78594,K2V,5.2698999492,0.92,False,True,True,True,True,K,V
116380,GJ 902,HIP 116745,23,40,3.37279,-0.30073,-10.88539,K3V,6.805493115,0.989,True,True,True,True,True,K,V
117346,GJ 909 A,HIP 117712,441,578,2.69196,-0.08919,10.44822,K3V,6.1949301256,0.977,False,True,True,True,True,K,V
25480,GJ 9180,HIP 25544,791,196,1.35886,9.56546,-17.01821,G5V,5.5321045007,0.755,False,True,True,True,True,G,V
25288,GJ 9181,HIP 25351,828,216,1.32385,8.68217,-34.43424,F8V,4.4166204655,0.538,True,True,True,True,True,F,V
28693,GJ 9200,HIP 28764,750,197,-0.36832,18.86045,-18.88856,G0IV-V,4.2178388652,0.517,False,True,True,True,True,G,V
32280,GJ 9217,HIP 32366,705,214,-4.05867,20.22685,-12.78764,F7V,3.9944860802,0.491,False,True,True,True,True,F,V
32679,GJ 9218,HIP 32765,748,220,-3.742,16.91042,-18.32476,F5III,3.1317635494,0.46,False,True,True,True,True,F,I
38870,GJ 9247,HIP 38980,716,268,-11.88645,20.87739,-16.78762,G6V,5.6150451125,0.739,False,True,True,True,True,G,V
50527,GJ 9325,HIP 50671,708,397,-30.28404,13.98754,-9.23892,G1V,4.4737377092,0.553,False,True,True,True,True,G,V
51375,GJ 9332,HIP 51523,793,320,-11.98787,4.88175,-17.63109,F6V,3.1905311086,0.5,False,True,True,True,True,F,V
64328,GJ 9434,HIP 64532,464,480,-13.38202,-4.45256,21.47705,G1V,4.770864158,0.603,False,True,True,True,True,G,V
71305,GJ 9487,HIP 71530,26,333,-8.17302,-6.72414,-26.10518,F7V,3.7811417653,0.506,True,True,True,True,True,F,V
10772,GJ 95,HIP 10798,400,247,9.36709,6.49681,-5.54685,G8V,5.8148345097,0.724,False,True,True,True,True,G,V
72649,GJ 9500,HIP 72875,397,430,-15.27286,-14.45566,9.07625,K3V,6.8504186569,0.934,True,True,True,True,True,K,V
78471,GJ 9542,HIP 78709,321,439,-9.41248,-16.99231,9.16276,G8V,5.4400648582,0.771,True,True,True,True,True,G,V
83590,GJ 9585,HIP 83846,102,373,-3.76917,-16.36657,-14.97597,K5V,6.5388702513,1.051,True,True,True,True,True,K,V
86025,GJ 9594,HIP 86289,107,363,-2.37986,-24.59959,-22.69959,G4IV-V,4.5310813204,0.641,False,True,True,True,True,G,V
97883,GJ 9676,HIP 98192,267,548,10.8217,-19.27962,12.67403,K1V,5.8786449935,0.797,False,True,True,True,True,K,V
104343,GJ 9726,HIP 104680,142,252,18.36704,-16.50473,-20.91827,F5IV,3.2797923971,0.45,False,True,True,True,True,F,V
106571,GJ 9745,HIP 106913,189,245,18.55377,-13.09249,-11.72369,G2V,4.7125492395,0.623,False,True,True,True,True,G,V
108821,GJ 9765,HIP 109166,126,219,18.67322,-10.05804,-21.50182,K2V,6.0397959038,0.86,True,True,True,True,True,K,V
109690,GJ 9777,HIP 110035,261,66,26.98684,-12.98153,6.85776,G2V,4.6027549645,0.606,False,True,True,True,True,G,V
111216,GJ 9790,HIP 111565,96,208,17.45589,-6.69,-26.31467,G5V,5.0354070671,0.67,False,True,True,True,True,G,V
112404,GJ 9797,HIP 112763,131,194,19.92147,-6.264,-18.46902,G5V,5.5436568834,0.741,True,True,True,True,True,G,V
11425,GJ 98,HIP 11452,430,213,13.23258,9.95008,1.2831,K7V:,7.5887037559,1.397,False,True,True,True,True,K,V
118144,GJ 98 B,Gl  98  B,430,213,13.23281,9.94986,1.28247,K7 V,8.3987037559,None,False,True,True,True,True,K,V
114020,GJ 9811,HIP 114382,115,180,24.78703,-5.49961,-23.56162,F4IV,3.1322339194,0.475,False,True,True,True,True,F,V
114832,GJ 9822,HIP 115194,318,68,27.37795,-4.83203,15.32676,K1V,6.361552769,0.811,False,True,True,True,True,K,V
116398,GJ 9833,HIP 116763,140,109,15.65509,-1.37972,-10.10588,K1V,5.8225805238,0.802,False,True,True,True,True,K,V
12082,268 G. Cet,HIP 12114,425,275,5.56062,4.50547,0.86396,K3V,6.5006954007,0.918,False,True,True,True,True,K,V
117980,GQ Andromedae,Gl  15  B,404,303,2.55778,0.20298,2.47932,M6 VE,13.2978830676,1.79,False,True,True,True,True,M,V
112550,GT Pegasi,HIP 112909,260,38,11.56521,-3.54211,7.48617,M3.5VE,10.8947766251,1.5,False,True,True,True,True,M,V
1472,GX Andromedae,HIP 1475,404,303,2.55743,0.20511,2.47951,M1V,10.3278830676,1.56,False,True,True,True,True,M,V
102201,Gamma 1 Delphini,HIP 102531,245,591,20.15095,-22.64719,8.76388,A2IA+...,2.654611196,0.495,False,True,True,True,True,A,I
102202,Gamma 2 Delphini,HIP 102532,245,591,19.86985,-22.32914,8.64125,K1IV,1.8052293621,1.042,False,True,True,True,True,K,V
70852,Gamma Boötis,HIP 71075,419,451,-16.14462,-12.62256,16.18926,A7IIIVAR,0.9554268317,0.191,False,True,True,True,True,A,V
116362,Gamma Cephei,HIP 116727,434,573,2.94236,-0.26583,13.47299,K1IV,2.5116900329,1.031,False,True,True,True,True,K,V
12673,Gamma Ceti,HIP 12706,451,174,18.99188,16.40812,1.4191,A3V,1.4683238939,0.093,False,True,True,True,True,A,V
93531,Gamma Coronae Australis,HIP 93825,155,327,4.07998,-13.68225,-10.78349,F7IV-V,2.9666705481,0.523,False,True,True,True,True,F,V
119260,Gamma Coronae Australis B,HD 177475,155,327,4.07938,-13.68276,-10.78307,F8 V,3.7366705481,None,False,True,True,True,True,F,V
55540,Gamma Crateris,HIP 55705,742,429,-24.20523,3.73818,-7.80892,A9V,2.0097480066,0.216,False,True,True,True,True,A,V
60894,Gamma Crucis,HIP 61084,831,354,-14.50465,-1.98466,-22.64057,M4III,-0.5637158334,1.6,False,True,True,True,True,M,I
19843,Gamma Doradus,HIP 19893,789,150,5.54017,11.36216,-15.88444,F4III,2.7224720375,0.312,False,True,True,True,True,F,I
27006,Gamma Leporis,HIP 27072,739,59,0.56144,8.27076,-3.42484,F7V,3.8261795773,0.481,False,True,True,True,True,F,V
25853,Gamma Mensae,HIP 25918,829,221,0.89122,7.22652,-29.96364,K4III,2.7347347434,1.13,False,True,True,True,True,K,I
86840,Gamma Ophiuchi,HIP 87108,203,434,-1.53235,-28.97996,1.37235,A0V,1.43405433,0.043,False,True,True,True,True,A,V
105520,Gamma Pavonis,HIP 105858,51,19,3.01087,-2.38549,-8.37792,F6V,4.3871486909,0.494,False,True,True,True,True,F,V
88362,Gamma Sagittarii,HIP 88635,140,373,0.64387,-25.39857,-14.92014,K0III,0.6335591899,0.981,False,True,True,True,True,K,I
77837,Gamma Serpentis,HIP 78072,357,378,-5.49696,-9.1893,3.00275,F6V,3.6192814911,0.478,False,True,True,True,True,F,V
114635,Gamma Tucanae,HIP 114996,80,209,11.39576,-2.14139,-18.72737,F1III,2.2752792643,0.41,False,True,True,True,True,F,I
118839,Gamma Virginis B,HD 110380,779,552,-11.63128,-2.13901,-0.29921,F0 V,3.1550543449,None,False,True,True,True,True,F,V
118814,Gl 461 A,Gl 461  A,756,525,-15.80919,-1.41275,0.16182,M0 V,9.0967027473,1.47,False,True,True,True,True,M,V
62318,Gmb 1930,HIP 62512,470,488,-11.69461,-2.52075,20.99066,F5V,3.914477132,0.467,False,True,True,True,True,F,V
74378,Gmb 2214,HIP 74605,414,498,-6.43893,-7.31854,23.3576,F9IV,3.1335351484,0.55,True,True,True,True,True,F,V
101682,Gmb 3263,HIP 102011,350,563,10.52346,-12.50831,28.89764,F6IV,3.4142748376,0.443,False,True,True,True,True,F,V
108817,Gmb 3689,HIP 109162,343,597,16.5099,-8.89847,25.00826,G8V,5.3250712004,0.788,False,True,True,True,True,G,V
21779,Gmb 864,HIP 21832,532,70,7.04689,19.78949,18.99402,G2V,5.0294885878,0.633,False,True,True,True,True,G,V
26440,Gmb 990,HIP 26505,532,25,1.21466,12.73487,16.05122,K2V,6.1785363981,0.834,False,True,True,True,True,K,V
21703,H 3683,HIP 21756,805,183,5.44313,15.01507,-26.52218,G5V,4.0760126117,0.677,True,True,True,True,True,G,V
19809,H 698A,HIP 19859,549,177,9.27626,18.91037,2.28338,G0IV...,4.6897099932,0.57,False,True,True,True,True,G,V
19805,H 698B,HIP 19855,548,179,9.15221,18.64713,2.25654,G5IV,5.3398634714,0.68,False,True,True,True,True,G,V
56114,H 96,HIP 56280,768,404,-23.13094,2.81209,-13.0554,F8V,2.7966792003,0.54,False,True,True,True,True,F,V
13857,HD 18450,HIP 13891,477,126,18.12552,17.94828,12.87054,K2V,5.9303402218,0.871,True,True,True,True,True,K,V
103489,HD 199933,HIP 103820,115,255,13.31772,-13.05271,-24.11993,K5V,6.9393692186,1.046,True,True,True,True,True,K,V
105335,HD 203413,HIP 105675,98,249,10.26133,-8.29065,-21.69049,K3V,6.6569299041,1.063,True,True,True,True,True,K,V
108072,HD 208573,HIP 108416,174,221,23.41744,-13.81866,-15.14409,K2V,6.5845536278,1.035,False,True,True,True,True,K,V
15500,HD 20916,HIP 15539,833,163,13.32842,15.912,-26.59749,K0V,5.7993909965,0.785,True,True,True,True,True,K,V
110467,HD 212580,HIP 110812,80,216,14.55306,-6.24937,-30.45693,K2IV/V,6.1117024231,0.867,True,True,True,True,True,K,V
113342,HD 217487,HIP 113701,99,195,18.40367,-4.78495,-23.87857,K1V,5.7467194654,0.827,False,True,True,True,True,K,V
18298,HD 25120,HIP 18343,830,184,7.45268,12.31862,-31.28092,K2V,6.1049830601,0.846,False,True,True,True,True,K,V
22068,HD 30440,HIP 22121,766,168,6.81975,20.27903,-20.58688,K3V,6.5268604141,0.955,False,True,True,True,True,K,V
